n,seed,base_bsafe,edge_idx,perturb,new_bsafe,shift
30,2,17,13,+1,20,3
30,2,17,13,-1,17,0
30,2,17,14,+1,17,0
30,2,17,14,-1,17,0
30,2,17,15,+1,17,0
30,2,17,15,-1,17,0
30,2,17,16,+1,17,0
30,2,17,16,-1,17,0
30,2,17,17,+1,17,0
30,2,17,17,-1,17,0
30,2,17,18,+1,17,0
30,2,17,18,-1,17,0
30,2,17,19,+1,17,0
30,2,17,19,-1,17,0
30,2,17,20,+1,17,0
30,2,17,20,-1,17,0
30,2,17,21,+1,17,0
30,2,17,21,-1,17,0
30,2,17,22,+1,17,0
30,2,17,22,-1,17,0
30,2,17,23,+1,17,0
30,2,17,23,-1,17,0
30,2,17,24,+1,17,0
30,2,17,24,-1,17,0
30,2,17,25,+1,17,0
30,2,17,25,-1,17,0
30,2,17,26,+1,17,0
30,2,17,26,-1,17,0
30,2,17,27,+1,17,0
30,2,17,27,-1,17,0
30,2,17,28,+1,17,0
30,2,17,28,-1,17,0
30,2,17,29,+1,17,0
30,2,17,29,-1,17,0
30,2,17,30,+1,17,0
30,2,17,30,-1,17,0
30,2,17,31,+1,17,0
30,2,17,31,-1,17,0
30,2,17,32,+1,17,0
30,2,17,32,-1,17,0
30,2,17,33,+1,17,0
30,2,17,33,-1,17,0
30,2,17,34,+1,17,0
30,2,17,34,-1,17,0
30,2,17,35,+1,17,0
30,2,17,35,-1,17,0
30,2,17,36,+1,17,0
30,2,17,36,-1,17,0
30,2,17,37,+1,17,0
30,2,17,37,-1,17,0
30,2,17,38,+1,17,0
30,2,17,38,-1,17,0
30,2,17,39,+1,17,0
30,2,17,39,-1,17,0
30,2,17,40,+1,17,0
30,2,17,40,-1,17,0
30,2,17,41,+1,17,0
30,2,17,41,-1,17,0
30,2,17,42,+1,17,0
30,2,17,42,-1,17,0
30,2,17,43,+1,17,0
30,2,17,43,-1,17,0
30,2,17,44,+1,17,0
30,2,17,44,-1,17,0
30,2,17,45,+1,17,0
30,2,17,45,-1,17,0
30,2,17,46,+1,17,0
30,2,17,46,-1,17,0
30,2,17,47,+1,17,0
30,2,17,47,-1,17,0
30,2,17,48,+1,17,0
30,2,17,48,-1,17,0
30,2,17,49,+1,17,0
30,2,17,49,-1,17,0
30,3,22,0,+1,22,0
30,3,22,0,-1,22,0
30,3,22,1,+1,22,0
30,3,22,1,-1,22,0
30,3,22,2,+1,21,-1
30,3,22,2,-1,22,0
30,3,22,3,+1,22,0
30,3,22,3,-1,22,0
30,3,22,4,+1,22,0
30,3,22,4,-1,22,0
30,3,22,5,+1,22,0
30,3,22,5,-1,22,0
30,3,22,6,+1,22,0
30,3,22,6,-1,22,0
30,3,22,7,+1,22,0
30,3,22,7,-1,22,0
30,3,22,8,+1,22,0
30,3,22,8,-1,22,0
30,3,22,9,+1,22,0
30,3,22,9,-1,22,0
30,3,22,10,+1,22,0
30,3,22,10,-1,22,0
30,3,22,11,+1,22,0
30,3,22,11,-1,22,0
30,3,22,12,+1,22,0
30,3,22,12,-1,22,0
30,3,22,13,+1,22,0
30,3,22,13,-1,22,0
30,3,22,14,+1,22,0
30,3,22,14,-1,22,0
30,3,22,15,+1,22,0
30,3,22,15,-1,22,0
30,3,22,16,+1,22,0
30,3,22,16,-1,22,0
30,3,22,17,+1,22,0
30,3,22,17,-1,22,0
30,3,22,18,+1,22,0
30,3,22,18,-1,22,0
30,3,22,19,+1,22,0
30,3,22,19,-1,22,0
30,3,22,20,+1,22,0
30,3,22,20,-1,22,0
30,3,22,21,+1,22,0
30,3,22,21,-1,22,0
30,3,22,22,+1,22,0
30,3,22,22,-1,22,0
30,3,22,23,+1,22,0
30,3,22,23,-1,22,0
30,3,22,25,+1,22,0
30,3,22,25,-1,22,0
30,3,22,26,+1,22,0
30,3,22,26,-1,22,0
30,3,22,27,+1,22,0
30,3,22,27,-1,22,0
30,3,22,28,+1,22,0
30,3,22,28,-1,22,0
30,3,22,29,+1,22,0
30,3,22,29,-1,22,0
30,3,22,30,+1,22,0
30,3,22,30,-1,22,0
30,3,22,31,+1,23,1
30,3,22,31,-1,22,0
30,3,22,32,+1,22,0
30,3,22,32,-1,22,0
30,3,22,33,+1,22,0
30,3,22,33,-1,22,0
30,3,22,34,+1,22,0
30,3,22,34,-1,22,0
30,3,22,35,+1,22,0
30,3,22,35,-1,22,0
30,3,22,36,+1,22,0
30,3,22,36,-1,22,0
30,3,22,37,+1,22,0
30,3,22,37,-1,22,0
30,3,22,38,+1,22,0
30,3,22,38,-1,22,0
30,3,22,39,+1,22,0
30,3,22,39,-1,22,0
30,3,22,40,+1,22,0
30,3,22,40,-1,22,0
30,3,22,41,+1,22,0
30,3,22,41,-1,22,0
30,3,22,42,+1,22,0
30,3,22,42,-1,22,0
30,3,22,43,+1,22,0
30,3,22,43,-1,22,0
30,3,22,44,+1,21,-1
30,3,22,44,-1,22,0
30,3,22,45,+1,22,0
30,3,22,45,-1,22,0
30,3,22,46,+1,23,1
30,3,22,46,-1,22,0
30,3,22,47,+1,22,0
30,3,22,47,-1,22,0
30,3,22,48,+1,22,0
30,3,22,48,-1,22,0
30,3,22,49,+1,22,0
30,3,22,49,-1,22,0
30,4,22,0,+1,36,14
30,4,22,0,-1,35,13
30,4,22,1,+1,22,0
30,4,22,1,-1,22,0
30,4,22,2,+1,36,14
30,4,22,2,-1,22,0
30,4,22,3,+1,22,0
30,4,22,3,-1,22,0
30,4,22,4,+1,22,0
30,4,22,4,-1,36,14
30,4,22,5,+1,22,0
30,4,22,5,-1,22,0
30,4,22,6,+1,22,0
30,4,22,6,-1,22,0
30,4,22,7,+1,22,0
30,4,22,7,-1,22,0
30,4,22,8,+1,22,0
30,4,22,8,-1,22,0
30,4,22,9,+1,22,0
30,4,22,9,-1,22,0
30,4,22,10,+1,22,0
30,4,22,10,-1,22,0
30,4,22,11,+1,22,0
30,4,22,11,-1,22,0
30,4,22,12,+1,22,0
30,4,22,12,-1,22,0
30,4,22,13,+1,22,0
30,4,22,13,-1,22,0
30,4,22,14,+1,22,0
30,4,22,14,-1,22,0
30,4,22,15,+1,22,0
30,4,22,15,-1,22,0
30,4,22,16,+1,22,0
30,4,22,16,-1,22,0
30,4,22,17,+1,22,0
30,4,22,17,-1,22,0
30,4,22,18,+1,22,0
30,4,22,18,-1,22,0
30,4,22,19,+1,22,0
30,4,22,19,-1,22,0
30,4,22,20,+1,22,0
30,4,22,20,-1,22,0
30,4,22,21,+1,22,0
30,4,22,21,-1,22,0
30,4,22,22,+1,22,0
30,4,22,22,-1,22,0
30,4,22,23,+1,22,0
30,4,22,23,-1,22,0
30,4,22,24,+1,22,0
30,4,22,24,-1,22,0
30,4,22,25,+1,22,0
30,4,22,25,-1,22,0
30,4,22,26,+1,22,0
30,4,22,26,-1,22,0
30,4,22,27,+1,22,0
30,4,22,27,-1,22,0
30,4,22,28,+1,22,0
30,4,22,28,-1,22,0
30,4,22,29,+1,22,0
30,4,22,29,-1,22,0
30,4,22,30,+1,22,0
30,4,22,30,-1,22,0
30,4,22,31,+1,22,0
30,4,22,31,-1,22,0
30,4,22,32,+1,22,0
30,4,22,32,-1,22,0
30,4,22,33,+1,22,0
30,4,22,33,-1,22,0
30,4,22,34,+1,22,0
30,4,22,34,-1,22,0
30,4,22,35,+1,22,0
30,4,22,35,-1,22,0
30,4,22,36,+1,22,0
30,4,22,36,-1,22,0
30,4,22,37,+1,22,0
30,4,22,37,-1,22,0
30,4,22,38,+1,22,0
30,4,22,38,-1,22,0
30,4,22,39,+1,22,0
30,4,22,39,-1,22,0
30,4,22,40,+1,22,0
30,4,22,40,-1,22,0
30,4,22,41,+1,22,0
30,4,22,41,-1,22,0
30,4,22,42,+1,22,0
30,4,22,42,-1,22,0
30,4,22,43,+1,22,0
30,4,22,43,-1,22,0
30,4,22,44,+1,22,0
30,4,22,44,-1,22,0
30,4,22,45,+1,22,0
30,4,22,45,-1,22,0
30,4,22,46,+1,22,0
30,4,22,46,-1,22,0
30,4,22,47,+1,22,0
30,4,22,47,-1,22,0
30,4,22,48,+1,22,0
30,4,22,48,-1,22,0
30,4,22,49,+1,22,0
30,4,22,49,-1,22,0
30,5,28,0,+1,28,0
30,5,28,0,-1,30,2
30,5,28,1,+1,28,0
30,5,28,1,-1,28,0
30,5,28,2,+1,28,0
30,5,28,2,-1,28,0
30,5,28,3,+1,28,0
30,5,28,3,-1,27,-1
30,5,28,4,+1,28,0
30,5,28,4,-1,28,0
30,5,28,5,+1,28,0
30,5,28,5,-1,28,0
30,5,28,6,+1,28,0
30,5,28,6,-1,28,0
30,5,28,7,+1,28,0
30,5,28,7,-1,28,0
30,5,28,8,+1,28,0
30,5,28,8,-1,28,0
30,5,28,9,+1,28,0
30,5,28,9,-1,28,0
30,5,28,10,+1,28,0
30,5,28,10,-1,28,0
30,5,28,11,+1,28,0
30,5,28,11,-1,28,0
30,5,28,12,+1,28,0
30,5,28,12,-1,28,0
30,5,28,13,+1,28,0
30,5,28,13,-1,28,0
30,5,28,14,+1,28,0
30,5,28,14,-1,28,0
30,5,28,15,+1,28,0
30,5,28,15,-1,28,0
30,5,28,16,+1,28,0
30,5,28,16,-1,28,0
30,5,28,17,+1,28,0
30,5,28,17,-1,28,0
30,5,28,18,+1,28,0
30,5,28,18,-1,28,0
30,5,28,19,+1,28,0
30,5,28,19,-1,28,0
30,5,28,20,+1,28,0
30,5,28,20,-1,28,0
30,5,28,21,+1,28,0
30,5,28,21,-1,28,0
30,5,28,22,+1,28,0
30,5,28,22,-1,28,0
30,5,28,23,+1,28,0
30,5,28,23,-1,28,0
30,5,28,24,+1,28,0
30,5,28,24,-1,28,0
30,5,28,25,+1,28,0
30,5,28,25,-1,28,0
30,5,28,26,+1,28,0
30,5,28,26,-1,28,0
30,5,28,27,+1,28,0
30,5,28,27,-1,28,0
30,5,28,28,+1,28,0
30,5,28,28,-1,28,0
30,5,28,29,+1,28,0
30,5,28,29,-1,30,2
30,5,28,30,+1,28,0
30,5,28,30,-1,28,0
30,5,28,31,+1,28,0
30,5,28,31,-1,28,0
30,5,28,32,+1,28,0
30,5,28,32,-1,28,0
30,5,28,33,+1,28,0
30,5,28,33,-1,28,0
30,5,28,34,+1,28,0
30,5,28,34,-1,28,0
30,5,28,35,+1,28,0
30,5,28,35,-1,28,0
30,5,28,36,+1,28,0
30,5,28,36,-1,28,0
30,5,28,37,+1,28,0
30,5,28,37,-1,28,0
30,5,28,38,+1,28,0
30,5,28,38,-1,28,0
30,5,28,39,+1,28,0
30,5,28,39,-1,28,0
30,5,28,40,+1,28,0
30,5,28,40,-1,28,0
30,5,28,41,+1,28,0
30,5,28,41,-1,28,0
30,5,28,42,+1,28,0
30,5,28,42,-1,28,0
30,5,28,43,+1,28,0
30,5,28,43,-1,28,0
30,5,28,44,+1,28,0
30,5,28,44,-1,28,0
30,5,28,45,+1,28,0
30,5,28,45,-1,28,0
30,5,28,46,+1,28,0
30,5,28,46,-1,28,0
30,5,28,47,+1,28,0
30,5,28,47,-1,28,0
30,5,28,48,+1,28,0
30,5,28,48,-1,28,0
30,5,28,49,+1,28,0
30,5,28,49,-1,28,0
30,6,39,0,+1,40,1
30,6,39,0,-1,39,0
30,6,39,2,+1,39,0
30,6,39,2,-1,39,0
30,6,39,3,+1,39,0
30,6,39,3,-1,39,0
30,6,39,4,+1,39,0
30,6,39,4,-1,39,0
30,6,39,5,+1,39,0
30,6,39,5,-1,39,0
30,6,39,6,+1,39,0
30,6,39,6,-1,39,0
30,6,39,7,+1,39,0
30,6,39,7,-1,39,0
30,6,39,8,+1,39,0
30,6,39,8,-1,39,0
30,6,39,9,+1,39,0
30,6,39,9,-1,39,0
30,6,39,10,+1,39,0
30,6,39,10,-1,39,0
30,6,39,11,+1,39,0
30,6,39,11,-1,39,0
30,6,39,12,+1,39,0
30,6,39,12,-1,39,0
30,6,39,13,+1,39,0
30,6,39,13,-1,39,0
30,6,39,14,+1,39,0
30,6,39,14,-1,39,0
30,6,39,15,+1,39,0
30,6,39,15,-1,39,0
30,6,39,16,+1,39,0
30,6,39,16,-1,39,0
30,6,39,17,+1,61,22
30,6,39,17,-1,39,0
30,6,39,18,+1,39,0
30,6,39,18,-1,39,0
30,6,39,19,+1,39,0
30,6,39,19,-1,39,0
30,6,39,20,+1,39,0
30,6,39,20,-1,39,0
30,6,39,21,+1,39,0
30,6,39,21,-1,39,0
30,6,39,22,+1,39,0
30,6,39,22,-1,39,0
30,6,39,23,+1,39,0
30,6,39,23,-1,39,0
30,6,39,24,+1,39,0
30,6,39,24,-1,39,0
30,6,39,25,+1,39,0
30,6,39,25,-1,39,0
30,6,39,26,+1,39,0
30,6,39,26,-1,39,0
30,6,39,27,+1,39,0
30,6,39,27,-1,39,0
30,6,39,28,+1,39,0
30,6,39,28,-1,39,0
30,6,39,29,+1,39,0
30,6,39,29,-1,39,0
30,6,39,30,+1,39,0
30,6,39,30,-1,39,0
30,6,39,31,+1,39,0
30,6,39,31,-1,39,0
30,6,39,32,+1,39,0
30,6,39,32,-1,39,0
30,6,39,33,+1,39,0
30,6,39,33,-1,39,0
30,6,39,34,+1,39,0
30,6,39,34,-1,39,0
30,6,39,35,+1,39,0
30,6,39,35,-1,39,0
30,6,39,36,+1,39,0
30,6,39,36,-1,39,0
30,6,39,37,+1,39,0
30,6,39,37,-1,39,0
30,6,39,38,+1,39,0
30,6,39,38,-1,39,0
30,6,39,39,+1,39,0
30,6,39,39,-1,39,0
30,6,39,40,+1,39,0
30,6,39,40,-1,39,0
30,6,39,41,+1,39,0
30,6,39,41,-1,39,0
30,6,39,42,+1,39,0
30,6,39,42,-1,39,0
30,6,39,43,+1,47,8
30,6,39,43,-1,39,0
30,6,39,44,+1,39,0
30,6,39,44,-1,39,0
30,6,39,45,+1,39,0
30,6,39,45,-1,39,0
30,6,39,46,+1,39,0
30,6,39,46,-1,39,0
30,6,39,47,+1,39,0
30,6,39,47,-1,39,0
30,6,39,48,+1,39,0
30,6,39,48,-1,39,0
30,6,39,49,+1,39,0
30,6,39,49,-1,39,0
30,7,31,0,+1,31,0
30,7,31,0,-1,31,0
30,7,31,1,+1,31,0
30,7,31,1,-1,31,0
30,7,31,2,+1,31,0
30,7,31,2,-1,30,-1
30,7,31,3,+1,31,0
30,7,31,3,-1,31,0
30,7,31,4,+1,31,0
30,7,31,4,-1,31,0
30,7,31,5,+1,31,0
30,7,31,5,-1,31,0
30,7,31,6,+1,31,0
30,7,31,6,-1,31,0
30,7,31,7,+1,31,0
30,7,31,7,-1,31,0
30,7,31,8,+1,31,0
30,7,31,8,-1,31,0
30,7,31,9,+1,31,0
30,7,31,9,-1,31,0
30,7,31,10,+1,31,0
30,7,31,10,-1,31,0
30,7,31,11,+1,31,0
30,7,31,11,-1,31,0
30,7,31,12,+1,31,0
30,7,31,12,-1,31,0
30,7,31,13,+1,31,0
30,7,31,13,-1,31,0
30,7,31,14,+1,31,0
30,7,31,14,-1,31,0
30,7,31,15,+1,31,0
30,7,31,15,-1,31,0
30,7,31,16,+1,31,0
30,7,31,16,-1,30,-1
30,7,31,17,+1,31,0
30,7,31,17,-1,31,0
30,7,31,18,+1,31,0
30,7,31,18,-1,31,0
30,7,31,19,+1,31,0
30,7,31,19,-1,31,0
30,7,31,20,+1,31,0
30,7,31,20,-1,31,0
30,7,31,21,+1,31,0
30,7,31,21,-1,31,0
30,7,31,22,+1,31,0
30,7,31,22,-1,31,0
30,7,31,23,+1,31,0
30,7,31,23,-1,31,0
30,7,31,24,+1,31,0
30,7,31,24,-1,31,0
30,7,31,25,+1,31,0
30,7,31,25,-1,31,0
30,7,31,26,+1,31,0
30,7,31,26,-1,31,0
30,7,31,27,+1,31,0
30,7,31,27,-1,31,0
30,7,31,28,+1,31,0
30,7,31,28,-1,31,0
30,7,31,29,+1,31,0
30,7,31,29,-1,31,0
30,7,31,30,+1,31,0
30,7,31,30,-1,31,0
30,7,31,31,+1,31,0
30,7,31,31,-1,31,0
30,7,31,32,+1,31,0
30,7,31,32,-1,31,0
30,7,31,33,+1,31,0
30,7,31,33,-1,31,0
30,7,31,34,+1,31,0
30,7,31,34,-1,31,0
30,7,31,35,+1,31,0
30,7,31,35,-1,31,0
30,7,31,36,+1,31,0
30,7,31,36,-1,31,0
30,7,31,37,+1,31,0
30,7,31,37,-1,31,0
30,7,31,38,+1,31,0
30,7,31,38,-1,31,0
30,7,31,39,+1,31,0
30,7,31,39,-1,31,0
30,7,31,40,+1,31,0
30,7,31,40,-1,31,0
30,7,31,41,+1,31,0
30,7,31,41,-1,31,0
30,7,31,42,+1,31,0
30,7,31,42,-1,31,0
30,7,31,43,+1,31,0
30,7,31,43,-1,31,0
30,7,31,44,+1,31,0
30,7,31,44,-1,31,0
30,7,31,45,+1,31,0
30,7,31,45,-1,31,0
30,7,31,46,+1,31,0
30,7,31,46,-1,31,0
30,7,31,47,+1,31,0
30,7,31,47,-1,31,0
30,7,31,48,+1,31,0
30,7,31,48,-1,31,0
30,7,31,49,+1,31,0
30,7,31,49,-1,31,0
30,8,29,0,+1,29,0
30,8,29,0,-1,29,0
30,8,29,1,+1,30,1
30,8,29,1,-1,29,0
30,8,29,2,+1,29,0
30,8,29,2,-1,29,0
30,8,29,3,+1,29,0
30,8,29,3,-1,29,0
30,8,29,4,+1,29,0
30,8,29,4,-1,29,0
30,8,29,5,+1,29,0
30,8,29,5,-1,29,0
30,8,29,6,+1,29,0
30,8,29,6,-1,29,0
30,8,29,7,+1,29,0
30,8,29,7,-1,29,0
30,8,29,8,+1,29,0
30,8,29,8,-1,29,0
30,8,29,9,+1,29,0
30,8,29,9,-1,29,0
30,8,29,10,+1,29,0
30,8,29,10,-1,29,0
30,8,29,11,+1,42,13
30,8,29,11,-1,29,0
30,8,29,12,+1,29,0
30,8,29,12,-1,29,0
30,8,29,13,+1,29,0
30,8,29,13,-1,29,0
30,8,29,14,+1,29,0
30,8,29,14,-1,29,0
30,8,29,15,+1,29,0
30,8,29,15,-1,29,0
30,8,29,16,+1,29,0
30,8,29,16,-1,29,0
30,8,29,17,+1,29,0
30,8,29,17,-1,29,0
30,8,29,18,+1,29,0
30,8,29,18,-1,29,0
30,8,29,19,+1,29,0
30,8,29,19,-1,29,0
30,8,29,20,+1,29,0
30,8,29,20,-1,29,0
30,8,29,21,+1,29,0
30,8,29,21,-1,29,0
30,8,29,22,+1,29,0
30,8,29,22,-1,29,0
30,8,29,23,+1,29,0
30,8,29,23,-1,29,0
30,8,29,24,+1,29,0
30,8,29,24,-1,29,0
30,8,29,25,+1,29,0
30,8,29,25,-1,29,0
30,8,29,26,+1,29,0
30,8,29,26,-1,29,0
30,8,29,27,+1,29,0
30,8,29,27,-1,29,0
30,8,29,28,+1,29,0
30,8,29,28,-1,29,0
30,8,29,29,+1,29,0
30,8,29,29,-1,29,0
30,8,29,30,+1,29,0
30,8,29,30,-1,29,0
30,8,29,31,+1,29,0
30,8,29,31,-1,29,0
30,8,29,32,+1,29,0
30,8,29,32,-1,29,0
30,8,29,33,+1,29,0
30,8,29,33,-1,29,0
30,8,29,34,+1,29,0
30,8,29,34,-1,29,0
30,8,29,35,+1,29,0
30,8,29,35,-1,29,0
30,8,29,36,+1,29,0
30,8,29,36,-1,29,0
30,8,29,37,+1,29,0
30,8,29,37,-1,29,0
30,8,29,38,+1,29,0
30,8,29,38,-1,29,0
30,8,29,39,+1,29,0
30,8,29,39,-1,29,0
30,8,29,40,+1,29,0
30,8,29,40,-1,29,0
30,8,29,41,+1,29,0
30,8,29,41,-1,29,0
30,8,29,42,+1,29,0
30,8,29,42,-1,29,0
30,8,29,43,+1,29,0
30,8,29,43,-1,29,0
30,8,29,44,+1,29,0
30,8,29,44,-1,29,0
30,8,29,45,+1,30,1
30,8,29,45,-1,29,0
30,8,29,46,+1,29,0
30,8,29,46,-1,29,0
30,8,29,47,+1,29,0
30,8,29,47,-1,29,0
30,8,29,48,+1,29,0
30,8,29,48,-1,29,0
30,8,29,49,+1,29,0
30,8,29,49,-1,29,0
30,9,27,0,+1,27,0
30,9,27,0,-1,27,0
30,9,27,1,+1,27,0
30,9,27,1,-1,27,0
30,9,27,2,+1,27,0
30,9,27,2,-1,27,0
30,9,27,3,+1,27,0
30,9,27,3,-1,27,0
30,9,27,4,+1,27,0
30,9,27,4,-1,27,0
30,9,27,5,+1,27,0
30,9,27,5,-1,27,0
30,9,27,6,+1,27,0
30,9,27,6,-1,27,0
30,9,27,7,+1,27,0
30,9,27,7,-1,27,0
30,9,27,8,+1,27,0
30,9,27,8,-1,27,0
30,9,27,9,+1,27,0
30,9,27,9,-1,27,0
30,9,27,10,+1,27,0
30,9,27,10,-1,27,0
30,9,27,11,+1,27,0
30,9,27,11,-1,27,0
30,9,27,12,+1,27,0
30,9,27,12,-1,27,0
30,9,27,13,+1,27,0
30,9,27,13,-1,27,0
30,9,27,14,+1,27,0
30,9,27,14,-1,27,0
30,9,27,15,+1,27,0
30,9,27,15,-1,27,0
30,9,27,16,+1,27,0
30,9,27,16,-1,27,0
30,9,27,17,+1,27,0
30,9,27,17,-1,27,0
30,9,27,18,+1,27,0
30,9,27,18,-1,27,0
30,9,27,19,+1,27,0
30,9,27,19,-1,27,0
30,9,27,20,+1,27,0
30,9,27,20,-1,27,0
30,9,27,21,+1,27,0
30,9,27,21,-1,27,0
30,9,27,22,+1,27,0
30,9,27,22,-1,27,0
30,9,27,23,+1,27,0
30,9,27,23,-1,27,0
30,9,27,24,+1,27,0
30,9,27,24,-1,27,0
30,9,27,25,+1,27,0
30,9,27,25,-1,27,0
30,9,27,26,+1,27,0
30,9,27,26,-1,27,0
30,9,27,27,+1,27,0
30,9,27,27,-1,27,0
30,9,27,28,+1,27,0
30,9,27,28,-1,27,0
30,9,27,29,+1,27,0
30,9,27,29,-1,27,0
30,9,27,30,+1,27,0
30,9,27,30,-1,27,0
30,9,27,31,+1,27,0
30,9,27,31,-1,27,0
30,9,27,32,+1,27,0
30,9,27,32,-1,27,0
30,9,27,33,+1,27,0
30,9,27,33,-1,27,0
30,9,27,34,+1,27,0
30,9,27,34,-1,27,0
30,9,27,35,+1,27,0
30,9,27,35,-1,27,0
30,9,27,36,+1,27,0
30,9,27,36,-1,27,0
30,9,27,37,+1,27,0
30,9,27,37,-1,27,0
30,9,27,38,+1,27,0
30,9,27,38,-1,27,0
30,9,27,39,+1,27,0
30,9,27,39,-1,27,0
30,9,27,40,+1,27,0
30,9,27,40,-1,27,0
30,9,27,41,+1,27,0
30,9,27,41,-1,27,0
30,9,27,42,+1,27,0
30,9,27,42,-1,27,0
30,9,27,43,+1,27,0
30,9,27,43,-1,27,0
30,9,27,44,+1,27,0
30,9,27,44,-1,27,0
30,9,27,45,+1,27,0
30,9,27,45,-1,27,0
30,9,27,46,+1,27,0
30,9,27,46,-1,27,0
30,9,27,47,+1,27,0
30,9,27,47,-1,27,0
30,9,27,48,+1,27,0
30,9,27,48,-1,27,0
30,9,27,49,+1,27,0
30,9,27,49,-1,27,0
