P,W,lifo_total_errors,fifo_total_errors,lifo_first_error,fifo_first_error,lifo_gaps,fifo_gaps,lifo_nonmonotone,fifo_nonmonotone
111,10,203,0,18,-1,6,0,1,0
111,11,203,0,18,-1,6,0,1,0
111,12,202,0,18,-1,6,0,1,0
111,13,202,0,18,-1,6,0,1,0
111,14,199,0,22,-1,5,0,1,0
111,15,200,0,22,-1,5,0,1,0
111,16,199,0,22,-1,5,0,1,0
111,17,199,0,22,-1,5,0,1,0
111,18,198,0,22,-1,5,0,1,0
111,19,199,0,22,-1,5,0,1,0
111,20,196,0,27,-1,4,0,1,0
111,21,197,0,27,-1,4,0,1,0
111,22,197,0,27,-1,4,0,1,0
111,23,196,0,34,-1,3,0,1,0
111,24,195,0,35,-1,3,0,1,0
111,25,196,0,35,-1,3,0,1,0
111,26,195,0,35,-1,3,0,1,0
111,27,196,0,35,-1,3,0,1,0
111,28,195,0,36,-1,3,0,1,0
111,29,195,0,36,-1,3,0,1,0
111,30,195,0,36,-1,3,0,1,0
111,31,196,0,36,-1,3,0,1,0
111,32,194,0,37,-1,3,0,1,0
111,33,195,0,37,-1,3,0,1,0
111,34,195,0,37,-1,3,0,1,0
111,35,195,0,37,-1,3,0,1,0
111,36,194,0,50,-1,2,0,1,0
111,37,195,0,50,-1,2,0,1,0
111,38,194,0,51,-1,2,0,1,0
111,39,195,0,51,-1,2,0,1,0
111,40,195,0,51,-1,2,0,1,0
112,1,222,0,4,-1,5,0,1,0
112,2,221,0,4,-1,6,0,1,0
112,3,219,0,7,-1,6,0,1,0
112,4,217,0,7,-1,8,0,1,0
112,5,217,0,7,-1,8,0,1,0
112,6,216,0,8,-1,9,0,1,0
112,7,208,0,11,-1,9,0,1,0
112,8,208,0,14,-1,8,0,1,0
112,9,208,0,14,-1,8,0,1,0
112,10,208,0,14,-1,8,0,1,0
112,11,207,0,14,-1,8,0,1,0
112,12,207,0,14,-1,8,0,1,0
112,13,203,0,16,-1,6,0,1,0
112,14,204,0,16,-1,6,0,1,0
112,15,202,0,22,-1,5,0,1,0
112,16,202,0,22,-1,5,0,1,0
112,17,201,0,22,-1,5,0,1,0
112,18,202,0,22,-1,5,0,1,0
112,19,199,0,27,-1,4,0,1,0
112,20,200,0,27,-1,4,0,1,0
112,21,200,0,27,-1,4,0,1,0
112,22,199,0,28,-1,4,0,1,0
112,23,198,0,28,-1,4,0,1,0
112,24,199,0,28,-1,4,0,1,0
112,25,198,0,28,-1,4,0,1,0
112,26,199,0,28,-1,4,0,1,0
112,27,197,0,36,-1,3,0,1,0
112,28,197,0,36,-1,3,0,1,0
112,29,197,0,36,-1,3,0,1,0
112,30,198,0,36,-1,3,0,1,0
112,31,196,0,37,-1,3,0,1,0
112,32,197,0,37,-1,3,0,1,0
112,33,197,0,37,-1,3,0,1,0
112,34,197,0,37,-1,3,0,1,0
112,35,196,0,50,-1,2,0,1,0
112,36,197,0,50,-1,2,0,1,0
112,37,196,0,51,-1,2,0,1,0
112,38,197,0,51,-1,2,0,1,0
112,39,197,0,51,-1,2,0,1,0
112,40,197,0,52,-1,2,0,1,0
113,1,222,0,4,-1,6,0,1,0
113,2,220,0,7,-1,6,0,1,0
113,3,218,0,7,-1,8,0,1,0
113,4,218,0,7,-1,8,0,1,0
113,5,217,0,8,-1,9,0,1,0
113,6,209,0,11,-1,9,0,1,0
113,7,209,0,14,-1,8,0,1,0
113,8,209,0,14,-1,8,0,1,0
113,9,209,0,14,-1,8,0,1,0
113,10,208,0,14,-1,8,0,1,0
113,11,208,0,14,-1,8,0,1,0
113,12,204,0,16,-1,6,0,1,0
113,13,205,0,16,-1,6,0,1,0
113,14,203,0,22,-1,5,0,1,0
113,15,203,0,22,-1,5,0,1,0
113,16,202,0,22,-1,5,0,1,0
113,17,203,0,22,-1,5,0,1,0
113,18,200,0,27,-1,4,0,1,0
113,19,201,0,27,-1,4,0,1,0
113,20,201,0,27,-1,4,0,1,0
113,21,200,0,28,-1,4,0,1,0
113,22,199,0,28,-1,4,0,1,0
113,23,200,0,28,-1,4,0,1,0
113,24,199,0,28,-1,4,0,1,0
113,25,200,0,28,-1,4,0,1,0
113,26,198,0,36,-1,3,0,1,0
113,27,198,0,36,-1,3,0,1,0
113,28,198,0,36,-1,3,0,1,0
113,29,199,0,36,-1,3,0,1,0
113,30,197,0,37,-1,3,0,1,0
113,31,198,0,37,-1,3,0,1,0
113,32,198,0,37,-1,3,0,1,0
113,33,198,0,37,-1,3,0,1,0
113,34,197,0,50,-1,2,0,1,0
113,35,198,0,50,-1,2,0,1,0
113,36,197,0,51,-1,2,0,1,0
113,37,198,0,51,-1,2,0,1,0
113,38,198,0,51,-1,2,0,1,0
113,39,198,0,52,-1,2,0,1,0
113,40,198,0,52,-1,2,0,1,0
114,1,226,0,3,-1,5,0,1,0
114,2,223,0,6,-1,7,0,1,0
114,3,223,0,6,-1,7,0,1,0
114,4,222,0,6,-1,9,0,1,0
114,5,213,0,11,-1,9,0,1,0
114,6,213,0,14,-1,8,0,1,0
114,7,213,0,14,-1,8,0,1,0
114,8,213,0,14,-1,8,0,1,0
114,9,212,0,14,-1,8,0,1,0
114,10,212,0,14,-1,8,0,1,0
114,11,208,0,16,-1,7,0,1,0
114,12,209,0,16,-1,7,0,1,0
114,13,207,0,19,-1,6,0,1,0
114,14,207,0,19,-1,6,0,1,0
114,15,206,0,19,-1,6,0,1,0
114,16,207,0,19,-1,6,0,1,0
114,17,204,0,19,-1,5,0,1,0
114,18,204,0,27,-1,4,0,1,0
114,19,204,0,27,-1,4,0,1,0
114,20,203,0,28,-1,4,0,1,0
114,21,202,0,28,-1,4,0,1,0
114,22,203,0,28,-1,4,0,1,0
114,23,202,0,28,-1,4,0,1,0
114,24,203,0,28,-1,4,0,1,0
114,25,201,0,36,-1,3,0,1,0
114,26,201,0,36,-1,3,0,1,0
114,27,201,0,36,-1,3,0,1,0
114,28,202,0,36,-1,3,0,1,0
114,29,200,0,37,-1,3,0,1,0
114,30,201,0,37,-1,3,0,1,0
114,31,201,0,37,-1,3,0,1,0
114,32,201,0,37,-1,3,0,1,0
114,33,200,0,38,-1,3,0,1,0
114,34,201,0,38,-1,3,0,1,0
114,35,200,0,38,-1,3,0,1,0
114,36,201,0,38,-1,3,0,1,0
114,37,200,0,51,-1,2,0,1,0
114,38,200,0,52,-1,2,0,1,0
114,39,200,0,52,-1,2,0,1,0
114,40,201,0,52,-1,2,0,1,0
115,1,226,0,5,-1,6,0,1,0
115,2,226,0,5,-1,6,0,1,0
115,3,225,0,5,-1,8,0,1,0
115,4,215,0,11,-1,9,0,1,0
115,5,215,0,14,-1,8,0,1,0
115,6,215,0,14,-1,8,0,1,0
115,7,215,0,14,-1,8,0,1,0
115,8,214,0,14,-1,8,0,1,0
115,9,214,0,14,-1,8,0,1,0
115,10,210,0,16,-1,7,0,1,0
115,11,211,0,16,-1,7,0,1,0
115,12,209,0,19,-1,6,0,1,0
115,13,209,0,19,-1,6,0,1,0
115,14,208,0,19,-1,6,0,1,0
115,15,209,0,19,-1,6,0,1,0
115,16,206,0,19,-1,6,0,1,0
115,17,206,0,23,-1,5,0,1,0
115,18,206,0,23,-1,5,0,1,0
115,19,205,0,23,-1,5,0,1,0
115,20,204,0,23,-1,5,0,1,0
115,21,205,0,23,-1,5,0,1,0
115,22,203,0,28,-1,4,0,1,0
115,23,204,0,28,-1,4,0,1,0
115,24,202,0,36,-1,3,0,1,0
115,25,202,0,36,-1,3,0,1,0
115,26,202,0,36,-1,3,0,1,0
115,27,203,0,36,-1,3,0,1,0
115,28,201,0,37,-1,3,0,1,0
115,29,202,0,37,-1,3,0,1,0
115,30,202,0,37,-1,3,0,1,0
115,31,202,0,37,-1,3,0,1,0
115,32,201,0,38,-1,3,0,1,0
115,33,202,0,38,-1,3,0,1,0
115,34,201,0,38,-1,3,0,1,0
115,35,202,0,38,-1,3,0,1,0
115,36,201,0,51,-1,2,0,1,0
115,37,201,0,52,-1,2,0,1,0
115,38,201,0,52,-1,2,0,1,0
115,39,202,0,52,-1,2,0,1,0
115,40,201,0,53,-1,2,0,1,0
116,1,230,0,4,-1,5,0,1,0
116,2,229,0,4,-1,7,0,1,0
116,3,218,0,11,-1,9,0,1,0
116,4,218,0,14,-1,8,0,1,0
116,5,218,0,14,-1,8,0,1,0
116,6,218,0,14,-1,8,0,1,0
116,7,217,0,14,-1,8,0,1,0
116,8,217,0,14,-1,8,0,1,0
116,9,213,0,16,-1,7,0,1,0
116,10,214,0,16,-1,7,0,1,0
116,11,212,0,19,-1,6,0,1,0
116,12,212,0,19,-1,6,0,1,0
116,13,211,0,19,-1,6,0,1,0
116,14,212,0,19,-1,6,0,1,0
116,15,209,0,19,-1,6,0,1,0
116,16,209,0,23,-1,5,0,1,0
116,17,209,0,23,-1,5,0,1,0
116,18,208,0,23,-1,5,0,1,0
116,19,207,0,23,-1,5,0,1,0
116,20,208,0,23,-1,5,0,1,0
116,21,206,0,28,-1,4,0,1,0
116,22,207,0,28,-1,4,0,1,0
116,23,205,0,29,-1,4,0,1,0
116,24,205,0,29,-1,4,0,1,0
116,25,205,0,29,-1,4,0,1,0
116,26,206,0,29,-1,4,0,1,0
116,27,204,0,29,-1,4,0,1,0
116,28,204,0,37,-1,3,0,1,0
116,29,204,0,37,-1,3,0,1,0
116,30,204,0,37,-1,3,0,1,0
116,31,203,0,38,-1,3,0,1,0
116,32,204,0,38,-1,3,0,1,0
116,33,203,0,38,-1,3,0,1,0
116,34,204,0,38,-1,3,0,1,0
116,35,203,0,51,-1,2,0,1,0
116,36,203,0,52,-1,2,0,1,0
116,37,203,0,52,-1,2,0,1,0
116,38,204,0,52,-1,2,0,1,0
116,39,203,0,53,-1,2,0,1,0
116,40,204,0,53,-1,2,0,1,0
117,1,234,0,3,-1,4,0,1,0
117,2,222,0,9,-1,10,0,1,0
117,3,222,0,9,-1,9,0,1,0
117,4,222,0,9,-1,9,0,1,0
117,5,222,0,9,-1,9,0,1,0
117,6,221,0,9,-1,9,0,1,0
117,7,221,0,9,-1,9,0,1,0
117,8,216,0,13,-1,8,0,1,0
117,9,217,0,13,-1,8,0,1,0
117,10,215,0,13,-1,7,0,1,0
117,11,215,0,13,-1,7,0,1,0
117,12,213,0,19,-1,6,0,1,0
117,13,214,0,19,-1,6,0,1,0
117,14,211,0,19,-1,6,0,1,0
117,15,211,0,23,-1,5,0,1,0
117,16,211,0,23,-1,5,0,1,0
117,17,210,0,23,-1,5,0,1,0
117,18,209,0,23,-1,5,0,1,0
117,19,210,0,23,-1,5,0,1,0
117,20,208,0,28,-1,4,0,1,0
117,21,209,0,28,-1,4,0,1,0
117,22,207,0,29,-1,4,0,1,0
117,23,207,0,29,-1,4,0,1,0
117,24,207,0,29,-1,4,0,1,0
117,25,208,0,29,-1,4,0,1,0
117,26,206,0,29,-1,4,0,1,0
117,27,206,0,37,-1,3,0,1,0
117,28,206,0,37,-1,3,0,1,0
117,29,206,0,37,-1,3,0,1,0
117,30,205,0,38,-1,3,0,1,0
117,31,206,0,38,-1,3,0,1,0
117,32,205,0,38,-1,3,0,1,0
117,33,206,0,38,-1,3,0,1,0
117,34,205,0,39,-1,3,0,1,0
117,35,205,0,39,-1,3,0,1,0
117,36,205,0,39,-1,3,0,1,0
117,37,206,0,39,-1,3,0,1,0
117,38,204,0,53,-1,2,0,1,0
117,39,205,0,53,-1,2,0,1,0
117,40,205,0,53,-1,2,0,1,0
118,1,224,0,9,-1,10,0,1,0
118,2,224,0,9,-1,9,0,1,0
118,3,224,0,9,-1,9,0,1,0
118,4,224,0,9,-1,9,0,1,0
118,5,223,0,9,-1,9,0,1,0
118,6,223,0,9,-1,9,0,1,0
118,7,218,0,13,-1,8,0,1,0
118,8,219,0,13,-1,8,0,1,0
118,9,217,0,13,-1,7,0,1,0
118,10,217,0,13,-1,7,0,1,0
118,11,215,0,19,-1,6,0,1,0
118,12,216,0,19,-1,6,0,1,0
118,13,213,0,19,-1,6,0,1,0
118,14,213,0,23,-1,5,0,1,0
118,15,213,0,23,-1,5,0,1,0
118,16,212,0,23,-1,5,0,1,0
118,17,211,0,23,-1,5,0,1,0
118,18,212,0,23,-1,5,0,1,0
118,19,210,0,28,-1,4,0,1,0
118,20,211,0,28,-1,4,0,1,0
118,21,209,0,29,-1,4,0,1,0
118,22,209,0,29,-1,4,0,1,0
118,23,209,0,29,-1,4,0,1,0
118,24,210,0,29,-1,4,0,1,0
118,25,208,0,29,-1,4,0,1,0
118,26,208,0,37,-1,3,0,1,0
118,27,208,0,37,-1,3,0,1,0
118,28,208,0,37,-1,3,0,1,0
118,29,207,0,38,-1,3,0,1,0
118,30,208,0,38,-1,3,0,1,0
118,31,207,0,38,-1,3,0,1,0
118,32,208,0,38,-1,3,0,1,0
118,33,207,0,39,-1,3,0,1,0
118,34,207,0,39,-1,3,0,1,0
118,35,207,0,39,-1,3,0,1,0
118,36,208,0,39,-1,3,0,1,0
118,37,206,0,53,-1,2,0,1,0
118,38,207,0,53,-1,2,0,1,0
118,39,207,0,53,-1,2,0,1,0
118,40,207,0,54,-1,2,0,1,0
119,1,227,0,7,-1,9,0,1,0
119,2,227,0,7,-1,9,0,1,0
119,3,227,0,7,-1,9,0,1,0
119,4,226,0,7,-1,9,0,1,0
119,5,226,0,7,-1,9,0,1,0
119,6,220,0,13,-1,8,0,1,0
119,7,221,0,13,-1,8,0,1,0
119,8,219,0,13,-1,8,0,1,0
119,9,219,0,13,-1,8,0,1,0
119,10,217,0,17,-1,7,0,1,0
119,11,218,0,17,-1,7,0,1,0
119,12,215,0,17,-1,7,0,1,0
119,13,215,0,17,-1,6,0,1,0
119,14,215,0,17,-1,6,0,1,0
119,15,214,0,17,-1,6,0,1,0
119,16,212,0,23,-1,5,0,1,0
119,17,213,0,23,-1,5,0,1,0
119,18,211,0,28,-1,4,0,1,0
119,19,212,0,28,-1,4,0,1,0
119,20,210,0,29,-1,4,0,1,0
119,21,210,0,29,-1,4,0,1,0
119,22,210,0,29,-1,4,0,1,0
119,23,211,0,29,-1,4,0,1,0
119,24,209,0,29,-1,4,0,1,0
119,25,209,0,37,-1,3,0,1,0
119,26,209,0,37,-1,3,0,1,0
119,27,209,0,37,-1,3,0,1,0
119,28,208,0,38,-1,3,0,1,0
119,29,209,0,38,-1,3,0,1,0
119,30,208,0,38,-1,3,0,1,0
119,31,209,0,38,-1,3,0,1,0
119,32,208,0,39,-1,3,0,1,0
119,33,208,0,39,-1,3,0,1,0
119,34,208,0,39,-1,3,0,1,0
119,35,209,0,39,-1,3,0,1,0
119,36,207,0,53,-1,2,0,1,0
119,37,208,0,53,-1,2,0,1,0
119,38,208,0,53,-1,2,0,1,0
119,39,208,0,54,-1,2,0,1,0
119,40,208,0,54,-1,2,0,1,0
120,1,241,0,3,-1,3,0,1,0
120,2,240,0,4,-1,4,0,1,0
120,3,238,0,5,-1,5,0,1,0
120,4,237,0,6,-1,6,0,1,0
120,5,230,0,8,-1,10,0,1,0
120,6,231,0,8,-1,10,0,1,0
120,7,228,0,10,-1,10,0,1,0
120,8,228,0,10,-1,10,0,1,0
120,9,225,0,12,-1,9,0,1,0
120,10,226,0,12,-1,9,0,1,0
120,11,222,0,15,-1,8,0,1,0
120,12,222,0,15,-1,8,0,1,0
120,13,222,0,15,-1,8,0,1,0
120,14,220,0,17,-1,7,0,1,0
120,15,218,0,20,-1,6,0,1,0
120,16,219,0,20,-1,6,0,1,0
120,17,217,0,20,-1,6,0,1,0
120,18,218,0,20,-1,6,0,1,0
120,19,215,0,24,-1,5,0,1,0
120,20,215,0,24,-1,5,0,1,0
120,21,215,0,24,-1,5,0,1,0
120,22,216,0,24,-1,5,0,1,0
120,23,213,0,29,-1,4,0,1,0
120,24,213,0,30,-1,4,0,1,0
120,25,213,0,30,-1,4,0,1,0
120,26,213,0,30,-1,4,0,1,0
120,27,212,0,30,-1,4,0,1,0
120,28,213,0,30,-1,4,0,1,0
120,29,211,0,38,-1,3,0,1,0
120,30,212,0,38,-1,3,0,1,0
120,31,211,0,39,-1,3,0,1,0
120,32,211,0,39,-1,3,0,1,0
120,33,211,0,39,-1,3,0,1,0
120,34,212,0,39,-1,3,0,1,0
120,35,210,0,40,-1,3,0,1,0
120,36,211,0,40,-1,3,0,1,0
120,37,211,0,40,-1,3,0,1,0
120,38,211,0,40,-1,3,0,1,0
120,39,210,0,54,-1,2,0,1,0
120,40,211,0,54,-1,2,0,1,0
121,1,242,0,4,-1,3,0,1,0
121,2,240,0,5,-1,4,0,1,0
121,3,239,0,6,-1,5,0,1,0
121,4,232,0,8,-1,9,0,1,0
121,5,233,0,8,-1,9,0,1,0
121,6,230,0,10,-1,9,0,1,0
121,7,230,0,10,-1,9,0,1,0
121,8,227,0,11,-1,9,0,1,0
121,9,228,0,11,-1,9,0,1,0
121,10,223,0,15,-1,8,0,1,0
121,11,223,0,15,-1,8,0,1,0
121,12,223,0,15,-1,8,0,1,0
121,13,221,0,17,-1,7,0,1,0
121,14,219,0,20,-1,6,0,1,0
121,15,220,0,20,-1,6,0,1,0
121,16,218,0,20,-1,6,0,1,0
121,17,219,0,20,-1,6,0,1,0
121,18,216,0,24,-1,5,0,1,0
121,19,216,0,24,-1,5,0,1,0
121,20,216,0,24,-1,5,0,1,0
121,21,217,0,24,-1,5,0,1,0
121,22,214,0,29,-1,4,0,1,0
121,23,214,0,30,-1,4,0,1,0
121,24,214,0,30,-1,4,0,1,0
121,25,214,0,30,-1,4,0,1,0
121,26,213,0,30,-1,4,0,1,0
121,27,214,0,30,-1,4,0,1,0
121,28,212,0,38,-1,3,0,1,0
121,29,213,0,38,-1,3,0,1,0
121,30,212,0,39,-1,3,0,1,0
121,31,212,0,39,-1,3,0,1,0
121,32,212,0,39,-1,3,0,1,0
121,33,213,0,39,-1,3,0,1,0
121,34,211,0,40,-1,3,0,1,0
121,35,212,0,40,-1,3,0,1,0
121,36,212,0,40,-1,3,0,1,0
121,37,212,0,40,-1,3,0,1,0
121,38,211,0,54,-1,2,0,1,0
121,39,212,0,54,-1,2,0,1,0
121,40,211,0,55,-1,2,0,1,0
122,1,242,0,5,-1,4,0,1,0
122,2,241,0,6,-1,5,0,1,0
122,3,234,0,8,-1,9,0,1,0
122,4,235,0,8,-1,9,0,1,0
122,5,232,0,10,-1,9,0,1,0
122,6,232,0,10,-1,9,0,1,0
122,7,229,0,11,-1,9,0,1,0
122,8,230,0,11,-1,9,0,1,0
122,9,225,0,15,-1,8,0,1,0
122,10,225,0,15,-1,8,0,1,0
122,11,225,0,15,-1,8,0,1,0
122,12,223,0,17,-1,7,0,1,0
122,13,221,0,20,-1,6,0,1,0
122,14,222,0,20,-1,6,0,1,0
122,15,220,0,20,-1,6,0,1,0
122,16,221,0,20,-1,6,0,1,0
122,17,218,0,24,-1,5,0,1,0
122,18,218,0,24,-1,5,0,1,0
122,19,218,0,24,-1,5,0,1,0
122,20,219,0,24,-1,5,0,1,0
122,21,216,0,29,-1,4,0,1,0
122,22,216,0,30,-1,4,0,1,0
122,23,216,0,30,-1,4,0,1,0
122,24,216,0,30,-1,4,0,1,0
122,25,215,0,30,-1,4,0,1,0
122,26,216,0,30,-1,4,0,1,0
122,27,214,0,38,-1,3,0,1,0
122,28,215,0,38,-1,3,0,1,0
122,29,214,0,39,-1,3,0,1,0
122,30,214,0,39,-1,3,0,1,0
122,31,214,0,39,-1,3,0,1,0
122,32,215,0,39,-1,3,0,1,0
122,33,213,0,40,-1,3,0,1,0
122,34,214,0,40,-1,3,0,1,0
122,35,214,0,40,-1,3,0,1,0
122,36,214,0,40,-1,3,0,1,0
122,37,213,0,54,-1,2,0,1,0
122,38,214,0,54,-1,2,0,1,0
122,39,213,0,55,-1,2,0,1,0
122,40,214,0,55,-1,2,0,1,0
123,1,244,0,3,-1,5,0,1,0
123,2,236,0,8,-1,9,0,1,0
123,3,237,0,8,-1,9,0,1,0
123,4,234,0,10,-1,9,0,1,0
123,5,234,0,10,-1,9,0,1,0
123,6,231,0,11,-1,9,0,1,0
123,7,232,0,11,-1,9,0,1,0
123,8,227,0,15,-1,8,0,1,0
123,9,227,0,15,-1,8,0,1,0
123,10,227,0,15,-1,8,0,1,0
123,11,225,0,17,-1,7,0,1,0
123,12,223,0,20,-1,6,0,1,0
123,13,224,0,20,-1,6,0,1,0
123,14,222,0,20,-1,6,0,1,0
123,15,223,0,20,-1,6,0,1,0
123,16,220,0,24,-1,5,0,1,0
123,17,220,0,24,-1,5,0,1,0
123,18,220,0,24,-1,5,0,1,0
123,19,221,0,24,-1,5,0,1,0
123,20,218,0,29,-1,4,0,1,0
123,21,218,0,30,-1,4,0,1,0
123,22,218,0,30,-1,4,0,1,0
123,23,218,0,30,-1,4,0,1,0
123,24,217,0,30,-1,4,0,1,0
123,25,218,0,30,-1,4,0,1,0
123,26,216,0,38,-1,3,0,1,0
123,27,217,0,38,-1,3,0,1,0
123,28,216,0,39,-1,3,0,1,0
123,29,216,0,39,-1,3,0,1,0
123,30,216,0,39,-1,3,0,1,0
123,31,217,0,39,-1,3,0,1,0
123,32,215,0,40,-1,3,0,1,0
123,33,216,0,40,-1,3,0,1,0
123,34,216,0,40,-1,3,0,1,0
123,35,216,0,40,-1,3,0,1,0
123,36,215,0,41,-1,3,0,1,0
123,37,216,0,41,-1,3,0,1,0
123,38,215,0,41,-1,3,0,1,0
123,39,216,0,41,-1,3,0,1,0
123,40,215,0,55,-1,2,0,1,0
124,1,240,0,4,-1,9,0,1,0
124,2,241,0,4,-1,9,0,1,0
124,3,237,0,10,-1,9,0,1,0
124,4,237,0,10,-1,9,0,1,0
124,5,234,0,11,-1,9,0,1,0
124,6,235,0,11,-1,9,0,1,0
124,7,230,0,15,-1,8,0,1,0
124,8,230,0,15,-1,8,0,1,0
124,9,230,0,15,-1,8,0,1,0
124,10,228,0,17,-1,7,0,1,0
124,11,226,0,20,-1,6,0,1,0
124,12,227,0,20,-1,6,0,1,0
124,13,225,0,20,-1,6,0,1,0
124,14,226,0,20,-1,6,0,1,0
124,15,223,0,24,-1,5,0,1,0
124,16,223,0,24,-1,5,0,1,0
124,17,223,0,24,-1,5,0,1,0
124,18,224,0,24,-1,5,0,1,0
124,19,221,0,29,-1,4,0,1,0
124,20,221,0,30,-1,4,0,1,0
124,21,221,0,30,-1,4,0,1,0
124,22,221,0,30,-1,4,0,1,0
124,23,220,0,30,-1,4,0,1,0
124,24,221,0,30,-1,4,0,1,0
124,25,219,0,31,-1,4,0,1,0
124,26,220,0,31,-1,4,0,1,0
124,27,219,0,31,-1,4,0,1,0
124,28,219,0,31,-1,4,0,1,0
124,29,219,0,31,-1,4,0,1,0
124,30,219,0,39,-1,3,0,1,0
124,31,217,0,40,-1,3,0,1,0
124,32,218,0,40,-1,3,0,1,0
124,33,218,0,40,-1,3,0,1,0
124,34,218,0,40,-1,3,0,1,0
124,35,217,0,41,-1,3,0,1,0
124,36,218,0,41,-1,3,0,1,0
124,37,217,0,41,-1,3,0,1,0
124,38,218,0,41,-1,3,0,1,0
124,39,217,0,55,-1,2,0,1,0
124,40,217,0,56,-1,2,0,1,0
125,1,244,0,4,-1,8,0,1,0
125,2,240,0,5,-1,9,0,1,0
125,3,240,0,5,-1,9,0,1,0
125,4,236,0,11,-1,9,0,1,0
125,5,237,0,11,-1,9,0,1,0
125,6,232,0,15,-1,8,0,1,0
125,7,232,0,15,-1,8,0,1,0
125,8,232,0,15,-1,8,0,1,0
125,9,230,0,17,-1,7,0,1,0
125,10,228,0,20,-1,6,0,1,0
125,11,229,0,20,-1,6,0,1,0
125,12,227,0,20,-1,6,0,1,0
125,13,228,0,20,-1,6,0,1,0
125,14,225,0,24,-1,5,0,1,0
125,15,225,0,24,-1,5,0,1,0
125,16,225,0,24,-1,5,0,1,0
125,17,226,0,24,-1,5,0,1,0
125,18,223,0,25,-1,5,0,1,0
125,19,223,0,25,-1,5,0,1,0
125,20,223,0,25,-1,5,0,1,0
125,21,223,0,25,-1,5,0,1,0
125,22,222,0,25,-1,5,0,1,0
125,23,223,0,25,-1,5,0,1,0
125,24,220,0,31,-1,4,0,1,0
125,25,221,0,31,-1,4,0,1,0
125,26,220,0,31,-1,4,0,1,0
125,27,220,0,31,-1,4,0,1,0
125,28,220,0,31,-1,4,0,1,0
125,29,220,0,39,-1,3,0,1,0
125,30,218,0,40,-1,3,0,1,0
125,31,219,0,40,-1,3,0,1,0
125,32,219,0,40,-1,3,0,1,0
125,33,219,0,40,-1,3,0,1,0
125,34,218,0,41,-1,3,0,1,0
125,35,219,0,41,-1,3,0,1,0
125,36,218,0,41,-1,3,0,1,0
125,37,219,0,41,-1,3,0,1,0
125,38,218,0,55,-1,2,0,1,0
125,39,218,0,56,-1,2,0,1,0
125,40,218,0,56,-1,2,0,1,0
126,1,250,0,3,-1,6,0,1,0
126,2,249,0,5,-1,6,0,1,0
126,3,245,0,6,-1,9,0,1,0
126,4,246,0,6,-1,9,0,1,0
126,5,240,0,7,-1,9,0,1,0
126,6,239,0,9,-1,9,0,1,0
126,7,239,0,9,-1,9,0,1,0
126,8,236,0,14,-1,8,0,1,0
126,9,234,0,14,-1,8,0,1,0
126,10,235,0,14,-1,8,0,1,0
126,11,233,0,14,-1,8,0,1,0
126,12,234,0,14,-1,8,0,1,0
126,13,230,0,18,-1,7,0,1,0
126,14,230,0,18,-1,7,0,1,0
126,15,230,0,18,-1,7,0,1,0
126,16,231,0,18,-1,7,0,1,0
126,17,227,0,21,-1,6,0,1,0
126,18,227,0,21,-1,6,0,1,0
126,19,227,0,21,-1,6,0,1,0
126,20,226,0,25,-1,5,0,1,0
126,21,225,0,25,-1,5,0,1,0
126,22,226,0,25,-1,5,0,1,0
126,23,223,0,31,-1,4,0,1,0
126,24,224,0,31,-1,4,0,1,0
126,25,223,0,31,-1,4,0,1,0
126,26,223,0,31,-1,4,0,1,0
126,27,223,0,31,-1,4,0,1,0
126,28,223,0,39,-1,3,0,1,0
126,29,221,0,40,-1,3,0,1,0
126,30,222,0,40,-1,3,0,1,0
126,31,222,0,40,-1,3,0,1,0
126,32,222,0,40,-1,3,0,1,0
126,33,221,0,41,-1,3,0,1,0
126,34,222,0,41,-1,3,0,1,0
126,35,221,0,41,-1,3,0,1,0
126,36,222,0,41,-1,3,0,1,0
126,37,221,0,42,-1,3,0,1,0
126,38,221,0,42,-1,3,0,1,0
126,39,221,0,42,-1,3,0,1,0
126,40,222,0,42,-1,3,0,1,0
127,1,250,0,5,-1,6,0,1,0
127,2,246,0,6,-1,9,0,1,0
127,3,247,0,6,-1,9,0,1,0
127,4,241,0,7,-1,9,0,1,0
127,5,240,0,9,-1,9,0,1,0
127,6,240,0,9,-1,9,0,1,0
127,7,237,0,14,-1,8,0,1,0
127,8,235,0,14,-1,8,0,1,0
127,9,236,0,14,-1,8,0,1,0
127,10,234,0,14,-1,8,0,1,0
127,11,235,0,14,-1,8,0,1,0
127,12,231,0,18,-1,7,0,1,0
127,13,231,0,18,-1,7,0,1,0
127,14,231,0,18,-1,7,0,1,0
127,15,232,0,18,-1,7,0,1,0
127,16,228,0,21,-1,6,0,1,0
127,17,228,0,21,-1,6,0,1,0
127,18,228,0,21,-1,6,0,1,0
127,19,227,0,25,-1,5,0,1,0
127,20,226,0,25,-1,5,0,1,0
127,21,227,0,25,-1,5,0,1,0
127,22,224,0,31,-1,4,0,1,0
127,23,225,0,31,-1,4,0,1,0
127,24,224,0,31,-1,4,0,1,0
127,25,224,0,31,-1,4,0,1,0
127,26,224,0,31,-1,4,0,1,0
127,27,224,0,39,-1,3,0,1,0
127,28,222,0,40,-1,3,0,1,0
127,29,223,0,40,-1,3,0,1,0
127,30,223,0,40,-1,3,0,1,0
127,31,223,0,40,-1,3,0,1,0
127,32,222,0,41,-1,3,0,1,0
