P,W,lifo_total_errors,fifo_total_errors,lifo_first_error,fifo_first_error,lifo_gaps,fifo_gaps,lifo_nonmonotone,fifo_nonmonotone
94,27,166,0,31,-1,3,0,1,0
94,28,166,0,31,-1,3,0,1,0
94,29,165,0,42,-1,2,0,1,0
94,30,166,0,42,-1,2,0,1,0
94,31,165,0,43,-1,2,0,1,0
94,32,166,0,43,-1,2,0,1,0
94,33,166,0,43,-1,2,0,1,0
94,34,166,0,44,-1,2,0,1,0
94,35,166,0,44,-1,2,0,1,0
94,36,167,0,44,-1,2,0,1,0
94,37,166,0,45,-1,2,0,1,0
94,38,167,0,45,-1,2,0,1,0
94,39,167,0,45,-1,2,0,1,0
94,40,167,0,46,-1,2,0,1,0
95,1,184,0,5,-1,8,0,1,0
95,2,182,0,5,-1,8,0,1,0
95,3,180,0,5,-1,8,0,1,0
95,4,176,0,13,-1,7,0,1,0
95,5,177,0,13,-1,7,0,1,0
95,6,175,0,13,-1,7,0,1,0
95,7,176,0,13,-1,7,0,1,0
95,8,174,0,15,-1,6,0,1,0
95,9,172,0,18,-1,5,0,1,0
95,10,172,0,18,-1,5,0,1,0
95,11,173,0,18,-1,5,0,1,0
95,12,170,0,19,-1,5,0,1,0
95,13,171,0,19,-1,5,0,1,0
95,14,170,0,19,-1,5,0,1,0
95,15,170,0,19,-1,5,0,1,0
95,16,169,0,19,-1,5,0,1,0
95,17,170,0,19,-1,5,0,1,0
95,18,168,0,23,-1,4,0,1,0
95,19,168,0,29,-1,3,0,1,0
95,20,167,0,30,-1,3,0,1,0
95,21,167,0,30,-1,3,0,1,0
95,22,167,0,30,-1,3,0,1,0
95,23,168,0,30,-1,3,0,1,0
95,24,166,0,31,-1,3,0,1,0
95,25,167,0,31,-1,3,0,1,0
95,26,167,0,31,-1,3,0,1,0
95,27,167,0,31,-1,3,0,1,0
95,28,166,0,42,-1,2,0,1,0
95,29,167,0,42,-1,2,0,1,0
95,30,166,0,43,-1,2,0,1,0
95,31,167,0,43,-1,2,0,1,0
95,32,167,0,43,-1,2,0,1,0
95,33,167,0,44,-1,2,0,1,0
95,34,167,0,44,-1,2,0,1,0
95,35,168,0,44,-1,2,0,1,0
95,36,167,0,45,-1,2,0,1,0
95,37,168,0,45,-1,2,0,1,0
95,38,168,0,45,-1,2,0,1,0
95,39,168,0,46,-1,2,0,1,0
95,40,168,0,46,-1,2,0,1,0
96,1,192,0,3,-1,4,0,1,0
96,2,189,0,4,-1,7,0,1,0
96,3,184,0,6,-1,8,0,1,0
96,4,185,0,6,-1,8,0,1,0
96,5,182,0,8,-1,8,0,1,0
96,6,183,0,8,-1,8,0,1,0
96,7,180,0,12,-1,7,0,1,0
96,8,178,0,12,-1,7,0,1,0
96,9,178,0,12,-1,7,0,1,0
96,10,179,0,12,-1,7,0,1,0
96,11,175,0,16,-1,6,0,1,0
96,12,176,0,16,-1,6,0,1,0
96,13,175,0,16,-1,6,0,1,0
96,14,175,0,16,-1,6,0,1,0
96,15,173,0,19,-1,5,0,1,0
96,16,174,0,19,-1,5,0,1,0
96,17,172,0,23,-1,4,0,1,0
96,18,172,0,24,-1,4,0,1,0
96,19,171,0,24,-1,4,0,1,0
96,20,171,0,24,-1,4,0,1,0
96,21,171,0,24,-1,4,0,1,0
96,22,172,0,24,-1,4,0,1,0
96,23,169,0,31,-1,3,0,1,0
96,24,170,0,31,-1,3,0,1,0
96,25,170,0,31,-1,3,0,1,0
96,26,170,0,31,-1,3,0,1,0
96,27,169,0,32,-1,3,0,1,0
96,28,170,0,32,-1,3,0,1,0
96,29,169,0,32,-1,3,0,1,0
96,30,170,0,32,-1,3,0,1,0
96,31,169,0,43,-1,2,0,1,0
96,32,169,0,44,-1,2,0,1,0
96,33,169,0,44,-1,2,0,1,0
96,34,170,0,44,-1,2,0,1,0
96,35,169,0,45,-1,2,0,1,0
96,36,170,0,45,-1,2,0,1,0
96,37,170,0,45,-1,2,0,1,0
96,38,170,0,46,-1,2,0,1,0
96,39,170,0,46,-1,2,0,1,0
96,40,171,0,46,-1,2,0,1,0
97,1,190,0,4,-1,7,0,1,0
97,2,185,0,6,-1,8,0,1,0
97,3,186,0,6,-1,8,0,1,0
97,4,183,0,8,-1,8,0,1,0
97,5,184,0,8,-1,8,0,1,0
97,6,181,0,12,-1,7,0,1,0
97,7,179,0,12,-1,7,0,1,0
97,8,179,0,12,-1,7,0,1,0
97,9,180,0,12,-1,7,0,1,0
97,10,176,0,16,-1,6,0,1,0
97,11,177,0,16,-1,6,0,1,0
97,12,176,0,16,-1,6,0,1,0
97,13,176,0,16,-1,6,0,1,0
97,14,174,0,19,-1,5,0,1,0
97,15,175,0,19,-1,5,0,1,0
97,16,173,0,23,-1,4,0,1,0
97,17,173,0,24,-1,4,0,1,0
97,18,172,0,24,-1,4,0,1,0
97,19,172,0,24,-1,4,0,1,0
97,20,172,0,24,-1,4,0,1,0
97,21,173,0,24,-1,4,0,1,0
97,22,170,0,31,-1,3,0,1,0
97,23,171,0,31,-1,3,0,1,0
97,24,171,0,31,-1,3,0,1,0
97,25,171,0,31,-1,3,0,1,0
97,26,170,0,32,-1,3,0,1,0
97,27,171,0,32,-1,3,0,1,0
97,28,170,0,32,-1,3,0,1,0
97,29,171,0,32,-1,3,0,1,0
97,30,170,0,43,-1,2,0,1,0
97,31,170,0,44,-1,2,0,1,0
97,32,170,0,44,-1,2,0,1,0
97,33,171,0,44,-1,2,0,1,0
97,34,170,0,45,-1,2,0,1,0
97,35,171,0,45,-1,2,0,1,0
97,36,171,0,45,-1,2,0,1,0
97,37,171,0,46,-1,2,0,1,0
97,38,171,0,46,-1,2,0,1,0
97,39,172,0,46,-1,2,0,1,0
97,40,171,0,47,-1,2,0,1,0
98,1,189,0,6,-1,6,0,1,0
98,2,190,0,6,-1,6,0,1,0
98,3,187,0,7,-1,7,0,1,0
98,4,188,0,7,-1,7,0,1,0
98,5,185,0,7,-1,8,0,1,0
98,6,182,0,12,-1,8,0,1,0
98,7,182,0,12,-1,8,0,1,0
98,8,183,0,12,-1,8,0,1,0
98,9,179,0,14,-1,7,0,1,0
98,10,180,0,14,-1,7,0,1,0
98,11,179,0,14,-1,7,0,1,0
98,12,179,0,14,-1,7,0,1,0
98,13,176,0,19,-1,5,0,1,0
98,14,177,0,19,-1,5,0,1,0
98,15,175,0,23,-1,4,0,1,0
98,16,175,0,24,-1,4,0,1,0
98,17,174,0,24,-1,4,0,1,0
98,18,174,0,24,-1,4,0,1,0
98,19,174,0,24,-1,4,0,1,0
98,20,175,0,24,-1,4,0,1,0
98,21,172,0,31,-1,3,0,1,0
98,22,173,0,31,-1,3,0,1,0
98,23,173,0,31,-1,3,0,1,0
98,24,173,0,31,-1,3,0,1,0
98,25,172,0,32,-1,3,0,1,0
98,26,173,0,32,-1,3,0,1,0
98,27,172,0,32,-1,3,0,1,0
98,28,173,0,32,-1,3,0,1,0
98,29,172,0,43,-1,2,0,1,0
98,30,172,0,44,-1,2,0,1,0
98,31,172,0,44,-1,2,0,1,0
98,32,173,0,44,-1,2,0,1,0
98,33,172,0,45,-1,2,0,1,0
98,34,173,0,45,-1,2,0,1,0
98,35,173,0,45,-1,2,0,1,0
98,36,173,0,46,-1,2,0,1,0
98,37,173,0,46,-1,2,0,1,0
98,38,174,0,46,-1,2,0,1,0
98,39,173,0,47,-1,2,0,1,0
98,40,174,0,47,-1,2,0,1,0
99,1,195,0,3,-1,6,0,1,0
99,2,191,0,7,-1,7,0,1,0
99,3,192,0,7,-1,7,0,1,0
99,4,189,0,7,-1,9,0,1,0
99,5,186,0,9,-1,9,0,1,0
99,6,186,0,9,-1,9,0,1,0
99,7,187,0,9,-1,9,0,1,0
99,8,182,0,11,-1,8,0,1,0
99,9,183,0,11,-1,8,0,1,0
99,10,181,0,14,-1,7,0,1,0
99,11,181,0,14,-1,7,0,1,0
99,12,178,0,19,-1,5,0,1,0
99,13,179,0,19,-1,5,0,1,0
99,14,177,0,23,-1,4,0,1,0
99,15,177,0,24,-1,4,0,1,0
99,16,176,0,24,-1,4,0,1,0
99,17,176,0,24,-1,4,0,1,0
99,18,176,0,24,-1,4,0,1,0
99,19,177,0,24,-1,4,0,1,0
99,20,174,0,31,-1,3,0,1,0
99,21,175,0,31,-1,3,0,1,0
99,22,175,0,31,-1,3,0,1,0
99,23,175,0,31,-1,3,0,1,0
99,24,174,0,32,-1,3,0,1,0
99,25,175,0,32,-1,3,0,1,0
99,26,174,0,32,-1,3,0,1,0
99,27,175,0,32,-1,3,0,1,0
99,28,174,0,33,-1,3,0,1,0
99,29,174,0,33,-1,3,0,1,0
99,30,174,0,33,-1,3,0,1,0
99,31,175,0,33,-1,3,0,1,0
99,32,173,0,45,-1,2,0,1,0
99,33,174,0,45,-1,2,0,1,0
99,34,174,0,45,-1,2,0,1,0
99,35,174,0,46,-1,2,0,1,0
99,36,174,0,46,-1,2,0,1,0
99,37,175,0,46,-1,2,0,1,0
99,38,174,0,47,-1,2,0,1,0
99,39,175,0,47,-1,2,0,1,0
99,40,175,0,47,-1,2,0,1,0
100,1,198,0,4,-1,5,0,1,0
100,2,199,0,4,-1,5,0,1,0
100,3,195,0,5,-1,8,0,1,0
100,4,191,0,9,-1,8,0,1,0
100,5,191,0,9,-1,8,0,1,0
100,6,192,0,9,-1,8,0,1,0
100,7,187,0,10,-1,8,0,1,0
100,8,188,0,10,-1,8,0,1,0
100,9,185,0,14,-1,7,0,1,0
100,10,185,0,14,-1,7,0,1,0
100,11,182,0,19,-1,5,0,1,0
100,12,183,0,19,-1,5,0,1,0
100,13,181,0,20,-1,5,0,1,0
100,14,181,0,20,-1,5,0,1,0
100,15,180,0,20,-1,5,0,1,0
100,16,180,0,20,-1,5,0,1,0
100,17,180,0,20,-1,5,0,1,0
100,18,181,0,20,-1,5,0,1,0
100,19,177,0,25,-1,4,0,1,0
100,20,178,0,25,-1,4,0,1,0
100,21,178,0,25,-1,4,0,1,0
100,22,178,0,25,-1,4,0,1,0
100,23,177,0,25,-1,4,0,1,0
100,24,177,0,32,-1,3,0,1,0
100,25,176,0,32,-1,3,0,1,0
100,26,177,0,32,-1,3,0,1,0
100,27,176,0,33,-1,3,0,1,0
100,28,176,0,33,-1,3,0,1,0
100,29,176,0,33,-1,3,0,1,0
100,30,177,0,33,-1,3,0,1,0
100,31,175,0,45,-1,2,0,1,0
100,32,176,0,45,-1,2,0,1,0
100,33,176,0,45,-1,2,0,1,0
100,34,176,0,46,-1,2,0,1,0
100,35,176,0,46,-1,2,0,1,0
100,36,177,0,46,-1,2,0,1,0
100,37,176,0,47,-1,2,0,1,0
100,38,177,0,47,-1,2,0,1,0
100,39,177,0,47,-1,2,0,1,0
100,40,177,0,48,-1,2,0,1,0
101,1,200,0,4,-1,5,0,1,0
101,2,196,0,5,-1,8,0,1,0
101,3,192,0,9,-1,8,0,1,0
101,4,192,0,9,-1,8,0,1,0
101,5,193,0,9,-1,8,0,1,0
101,6,188,0,10,-1,8,0,1,0
101,7,189,0,10,-1,8,0,1,0
101,8,186,0,14,-1,7,0,1,0
101,9,186,0,14,-1,7,0,1,0
101,10,183,0,19,-1,5,0,1,0
101,11,184,0,19,-1,5,0,1,0
101,12,182,0,20,-1,5,0,1,0
101,13,182,0,20,-1,5,0,1,0
101,14,181,0,20,-1,5,0,1,0
101,15,181,0,20,-1,5,0,1,0
101,16,181,0,20,-1,5,0,1,0
101,17,182,0,20,-1,5,0,1,0
101,18,178,0,25,-1,4,0,1,0
101,19,179,0,25,-1,4,0,1,0
101,20,179,0,25,-1,4,0,1,0
101,21,179,0,25,-1,4,0,1,0
101,22,178,0,25,-1,4,0,1,0
101,23,178,0,32,-1,3,0,1,0
101,24,177,0,32,-1,3,0,1,0
101,25,178,0,32,-1,3,0,1,0
101,26,177,0,33,-1,3,0,1,0
101,27,177,0,33,-1,3,0,1,0
101,28,177,0,33,-1,3,0,1,0
101,29,178,0,33,-1,3,0,1,0
101,30,176,0,45,-1,2,0,1,0
101,31,177,0,45,-1,2,0,1,0
101,32,177,0,45,-1,2,0,1,0
101,33,177,0,46,-1,2,0,1,0
101,34,177,0,46,-1,2,0,1,0
101,35,178,0,46,-1,2,0,1,0
101,36,177,0,47,-1,2,0,1,0
101,37,178,0,47,-1,2,0,1,0
101,38,178,0,47,-1,2,0,1,0
101,39,178,0,48,-1,2,0,1,0
101,40,178,0,48,-1,2,0,1,0
102,1,202,0,3,-1,6,0,1,0
102,2,197,0,6,-1,8,0,1,0
102,3,197,0,6,-1,8,0,1,0
102,4,198,0,6,-1,8,0,1,0
102,5,192,0,10,-1,8,0,1,0
102,6,193,0,10,-1,8,0,1,0
102,7,190,0,14,-1,7,0,1,0
102,8,190,0,14,-1,7,0,1,0
102,9,187,0,17,-1,6,0,1,0
102,10,188,0,17,-1,6,0,1,0
102,11,186,0,17,-1,6,0,1,0
102,12,186,0,17,-1,6,0,1,0
102,13,185,0,17,-1,6,0,1,0
102,14,185,0,17,-1,6,0,1,0
102,15,185,0,17,-1,6,0,1,0
102,16,185,0,20,-1,5,0,1,0
102,17,181,0,25,-1,4,0,1,0
102,18,182,0,25,-1,4,0,1,0
102,19,182,0,25,-1,4,0,1,0
102,20,182,0,25,-1,4,0,1,0
102,21,181,0,25,-1,4,0,1,0
102,22,181,0,32,-1,3,0,1,0
102,23,180,0,32,-1,3,0,1,0
102,24,181,0,32,-1,3,0,1,0
102,25,180,0,33,-1,3,0,1,0
102,26,180,0,33,-1,3,0,1,0
102,27,180,0,33,-1,3,0,1,0
102,28,181,0,33,-1,3,0,1,0
102,29,179,0,34,-1,3,0,1,0
102,30,180,0,34,-1,3,0,1,0
102,31,180,0,34,-1,3,0,1,0
102,32,180,0,34,-1,3,0,1,0
102,33,179,0,46,-1,2,0,1,0
102,34,180,0,46,-1,2,0,1,0
102,35,179,0,47,-1,2,0,1,0
102,36,180,0,47,-1,2,0,1,0
102,37,180,0,47,-1,2,0,1,0
102,38,180,0,48,-1,2,0,1,0
102,39,180,0,48,-1,2,0,1,0
102,40,181,0,48,-1,2,0,1,0
103,1,198,0,6,-1,8,0,1,0
103,2,198,0,6,-1,8,0,1,0
103,3,199,0,6,-1,8,0,1,0
103,4,193,0,10,-1,8,0,1,0
103,5,194,0,10,-1,8,0,1,0
103,6,191,0,14,-1,7,0,1,0
103,7,191,0,14,-1,7,0,1,0
103,8,188,0,17,-1,6,0,1,0
103,9,189,0,17,-1,6,0,1,0
103,10,187,0,17,-1,6,0,1,0
103,11,187,0,17,-1,6,0,1,0
103,12,186,0,17,-1,6,0,1,0
103,13,186,0,17,-1,6,0,1,0
103,14,186,0,17,-1,6,0,1,0
103,15,186,0,20,-1,5,0,1,0
103,16,182,0,25,-1,4,0,1,0
103,17,183,0,25,-1,4,0,1,0
103,18,183,0,25,-1,4,0,1,0
103,19,183,0,25,-1,4,0,1,0
103,20,182,0,25,-1,4,0,1,0
103,21,182,0,32,-1,3,0,1,0
103,22,181,0,32,-1,3,0,1,0
103,23,182,0,32,-1,3,0,1,0
103,24,181,0,33,-1,3,0,1,0
103,25,181,0,33,-1,3,0,1,0
103,26,181,0,33,-1,3,0,1,0
103,27,182,0,33,-1,3,0,1,0
103,28,180,0,34,-1,3,0,1,0
103,29,181,0,34,-1,3,0,1,0
103,30,181,0,34,-1,3,0,1,0
103,31,181,0,34,-1,3,0,1,0
103,32,180,0,46,-1,2,0,1,0
103,33,181,0,46,-1,2,0,1,0
103,34,180,0,47,-1,2,0,1,0
103,35,181,0,47,-1,2,0,1,0
103,36,181,0,47,-1,2,0,1,0
103,37,181,0,48,-1,2,0,1,0
103,38,181,0,48,-1,2,0,1,0
103,39,182,0,48,-1,2,0,1,0
103,40,181,0,49,-1,2,0,1,0
104,1,204,0,4,-1,7,0,1,0
104,2,205,0,4,-1,7,0,1,0
104,3,198,0,8,-1,9,0,1,0
104,4,199,0,8,-1,9,0,1,0
104,5,196,0,8,-1,8,0,1,0
104,6,196,0,8,-1,8,0,1,0
104,7,192,0,13,-1,7,0,1,0
104,8,193,0,13,-1,7,0,1,0
104,9,191,0,13,-1,7,0,1,0
104,10,191,0,13,-1,7,0,1,0
104,11,190,0,13,-1,7,0,1,0
104,12,189,0,17,-1,6,0,1,0
104,13,189,0,17,-1,6,0,1,0
104,14,189,0,20,-1,5,0,1,0
104,15,185,0,25,-1,4,0,1,0
104,16,186,0,25,-1,4,0,1,0
104,17,186,0,25,-1,4,0,1,0
104,18,186,0,25,-1,4,0,1,0
104,19,185,0,25,-1,4,0,1,0
104,20,185,0,26,-1,4,0,1,0
104,21,184,0,26,-1,4,0,1,0
104,22,185,0,26,-1,4,0,1,0
104,23,184,0,26,-1,4,0,1,0
104,24,184,0,26,-1,4,0,1,0
104,25,183,0,33,-1,3,0,1,0
104,26,184,0,33,-1,3,0,1,0
104,27,182,0,34,-1,3,0,1,0
104,28,183,0,34,-1,3,0,1,0
104,29,183,0,34,-1,3,0,1,0
104,30,183,0,34,-1,3,0,1,0
104,31,182,0,46,-1,2,0,1,0
104,32,183,0,46,-1,2,0,1,0
104,33,182,0,47,-1,2,0,1,0
104,34,183,0,47,-1,2,0,1,0
104,35,183,0,47,-1,2,0,1,0
104,36,183,0,48,-1,2,0,1,0
104,37,183,0,48,-1,2,0,1,0
104,38,184,0,48,-1,2,0,1,0
104,39,183,0,49,-1,2,0,1,0
104,40,184,0,49,-1,2,0,1,0
105,1,212,0,3,-1,2,0,1,0
105,2,204,0,5,-1,8,0,1,0
105,3,205,0,5,-1,8,0,1,0
105,4,201,0,7,-1,7,0,1,0
105,5,201,0,7,-1,7,0,1,0
105,6,196,0,13,-1,8,0,1,0
105,7,197,0,13,-1,8,0,1,0
105,8,195,0,13,-1,8,0,1,0
105,9,195,0,13,-1,8,0,1,0
105,10,194,0,13,-1,8,0,1,0
105,11,193,0,15,-1,7,0,1,0
105,12,193,0,15,-1,7,0,1,0
105,13,193,0,15,-1,6,0,1,0
105,14,188,0,21,-1,5,0,1,0
105,15,189,0,21,-1,5,0,1,0
105,16,189,0,21,-1,5,0,1,0
105,17,189,0,21,-1,5,0,1,0
105,18,188,0,21,-1,5,0,1,0
105,19,188,0,21,-1,5,0,1,0
105,20,186,0,26,-1,4,0,1,0
105,21,187,0,26,-1,4,0,1,0
105,22,186,0,26,-1,4,0,1,0
105,23,186,0,26,-1,4,0,1,0
105,24,185,0,33,-1,3,0,1,0
105,25,186,0,33,-1,3,0,1,0
105,26,184,0,34,-1,3,0,1,0
105,27,185,0,34,-1,3,0,1,0
105,28,185,0,34,-1,3,0,1,0
105,29,185,0,34,-1,3,0,1,0
105,30,184,0,35,-1,3,0,1,0
105,31,185,0,35,-1,3,0,1,0
105,32,184,0,35,-1,3,0,1,0
105,33,185,0,35,-1,3,0,1,0
105,34,184,0,47,-1,2,0,1,0
105,35,184,0,48,-1,2,0,1,0
105,36,184,0,48,-1,2,0,1,0
105,37,185,0,48,-1,2,0,1,0
105,38,184,0,49,-1,2,0,1,0
105,39,185,0,49,-1,2,0,1,0
105,40,185,0,49,-1,2,0,1,0
106,1,206,0,5,-1,8,0,1,0
106,2,207,0,5,-1,8,0,1,0
106,3,203,0,7,-1,7,0,1,0
106,4,203,0,7,-1,7,0,1,0
106,5,198,0,13,-1,8,0,1,0
106,6,199,0,13,-1,8,0,1,0
106,7,197,0,13,-1,8,0,1,0
106,8,197,0,13,-1,8,0,1,0
106,9,196,0,13,-1,8,0,1,0
106,10,195,0,15,-1,7,0,1,0
106,11,195,0,15,-1,7,0,1,0
106,12,195,0,15,-1,6,0,1,0
106,13,190,0,21,-1,5,0,1,0
106,14,191,0,21,-1,5,0,1,0
106,15,191,0,21,-1,5,0,1,0
106,16,191,0,21,-1,5,0,1,0
106,17,190,0,21,-1,5,0,1,0
106,18,190,0,21,-1,5,0,1,0
106,19,188,0,26,-1,4,0,1,0
106,20,189,0,26,-1,4,0,1,0
106,21,188,0,26,-1,4,0,1,0
106,22,188,0,26,-1,4,0,1,0
106,23,187,0,33,-1,3,0,1,0
106,24,188,0,33,-1,3,0,1,0
106,25,186,0,34,-1,3,0,1,0
106,26,187,0,34,-1,3,0,1,0
106,27,187,0,34,-1,3,0,1,0
106,28,187,0,34,-1,3,0,1,0
106,29,186,0,35,-1,3,0,1,0
106,30,187,0,35,-1,3,0,1,0
106,31,186,0,35,-1,3,0,1,0
106,32,187,0,35,-1,3,0,1,0
106,33,186,0,47,-1,2,0,1,0
106,34,186,0,48,-1,2,0,1,0
106,35,186,0,48,-1,2,0,1,0
106,36,187,0,48,-1,2,0,1,0
106,37,186,0,49,-1,2,0,1,0
106,38,187,0,49,-1,2,0,1,0
106,39,187,0,49,-1,2,0,1,0
106,40,187,0,50,-1,2,0,1,0
107,1,208,0,5,-1,8,0,1,0
107,2,204,0,7,-1,7,0,1,0
107,3,204,0,7,-1,7,0,1,0
107,4,199,0,13,-1,8,0,1,0
107,5,200,0,13,-1,8,0,1,0
107,6,198,0,13,-1,8,0,1,0
107,7,198,0,13,-1,8,0,1,0
107,8,197,0,13,-1,8,0,1,0
107,9,196,0,15,-1,7,0,1,0
107,10,196,0,15,-1,7,0,1,0
107,11,196,0,15,-1,6,0,1,0
107,12,191,0,21,-1,5,0,1,0
107,13,192,0,21,-1,5,0,1,0
107,14,192,0,21,-1,5,0,1,0
107,15,192,0,21,-1,5,0,1,0
107,16,191,0,21,-1,5,0,1,0
107,17,191,0,21,-1,5,0,1,0
107,18,189,0,26,-1,4,0,1,0
107,19,190,0,26,-1,4,0,1,0
107,20,189,0,26,-1,4,0,1,0
107,21,189,0,26,-1,4,0,1,0
107,22,188,0,33,-1,3,0,1,0
107,23,189,0,33,-1,3,0,1,0
107,24,187,0,34,-1,3,0,1,0
107,25,188,0,34,-1,3,0,1,0
107,26,188,0,34,-1,3,0,1,0
107,27,188,0,34,-1,3,0,1,0
107,28,187,0,35,-1,3,0,1,0
107,29,188,0,35,-1,3,0,1,0
107,30,187,0,35,-1,3,0,1,0
107,31,188,0,35,-1,3,0,1,0
107,32,187,0,47,-1,2,0,1,0
107,33,187,0,48,-1,2,0,1,0
107,34,187,0,48,-1,2,0,1,0
107,35,188,0,48,-1,2,0,1,0
107,36,187,0,49,-1,2,0,1,0
107,37,188,0,49,-1,2,0,1,0
107,38,188,0,49,-1,2,0,1,0
107,39,188,0,50,-1,2,0,1,0
107,40,188,0,50,-1,2,0,1,0
108,1,214,0,3,-1,5,0,1,0
108,2,213,0,4,-1,6,0,1,0
108,3,207,0,6,-1,9,0,1,0
108,4,208,0,6,-1,9,0,1,0
108,5,205,0,9,-1,9,0,1,0
108,6,205,0,9,-1,9,0,1,0
108,7,204,0,9,-1,9,0,1,0
108,8,202,0,12,-1,8,0,1,0
108,9,202,0,12,-1,8,0,1,0
108,10,202,0,12,-1,8,0,1,0
108,11,196,0,18,-1,6,0,1,0
108,12,197,0,18,-1,6,0,1,0
108,13,197,0,18,-1,6,0,1,0
108,14,197,0,18,-1,6,0,1,0
108,15,196,0,18,-1,6,0,1,0
108,16,196,0,18,-1,6,0,1,0
108,17,193,0,26,-1,4,0,1,0
108,18,194,0,26,-1,4,0,1,0
108,19,193,0,26,-1,4,0,1,0
108,20,193,0,26,-1,4,0,1,0
108,21,192,0,27,-1,4,0,1,0
108,22,193,0,27,-1,4,0,1,0
108,23,191,0,27,-1,4,0,1,0
108,24,192,0,27,-1,4,0,1,0
108,25,192,0,27,-1,4,0,1,0
108,26,191,0,34,-1,3,0,1,0
108,27,190,0,35,-1,3,0,1,0
108,28,191,0,35,-1,3,0,1,0
108,29,190,0,35,-1,3,0,1,0
108,30,191,0,35,-1,3,0,1,0
108,31,190,0,36,-1,3,0,1,0
108,32,190,0,36,-1,3,0,1,0
108,33,190,0,36,-1,3,0,1,0
108,34,191,0,36,-1,3,0,1,0
108,35,189,0,49,-1,2,0,1,0
108,36,190,0,49,-1,2,0,1,0
108,37,190,0,49,-1,2,0,1,0
108,38,190,0,50,-1,2,0,1,0
108,39,190,0,50,-1,2,0,1,0
108,40,191,0,50,-1,2,0,1,0
109,1,214,0,4,-1,6,0,1,0
109,2,208,0,6,-1,9,0,1,0
109,3,209,0,6,-1,9,0,1,0
109,4,206,0,9,-1,9,0,1,0
109,5,206,0,9,-1,9,0,1,0
109,6,205,0,9,-1,9,0,1,0
109,7,203,0,12,-1,8,0,1,0
109,8,203,0,12,-1,8,0,1,0
109,9,203,0,12,-1,8,0,1,0
109,10,197,0,18,-1,6,0,1,0
109,11,198,0,18,-1,6,0,1,0
109,12,198,0,18,-1,6,0,1,0
109,13,198,0,18,-1,6,0,1,0
109,14,197,0,18,-1,6,0,1,0
109,15,197,0,18,-1,6,0,1,0
109,16,194,0,26,-1,4,0,1,0
109,17,195,0,26,-1,4,0,1,0
109,18,194,0,26,-1,4,0,1,0
109,19,194,0,26,-1,4,0,1,0
109,20,193,0,27,-1,4,0,1,0
109,21,194,0,27,-1,4,0,1,0
109,22,192,0,27,-1,4,0,1,0
109,23,193,0,27,-1,4,0,1,0
109,24,193,0,27,-1,4,0,1,0
109,25,192,0,34,-1,3,0,1,0
109,26,191,0,35,-1,3,0,1,0
109,27,192,0,35,-1,3,0,1,0
109,28,191,0,35,-1,3,0,1,0
109,29,192,0,35,-1,3,0,1,0
109,30,191,0,36,-1,3,0,1,0
109,31,191,0,36,-1,3,0,1,0
109,32,191,0,36,-1,3,0,1,0
109,33,192,0,36,-1,3,0,1,0
109,34,190,0,49,-1,2,0,1,0
109,35,191,0,49,-1,2,0,1,0
109,36,191,0,49,-1,2,0,1,0
109,37,191,0,50,-1,2,0,1,0
109,38,191,0,50,-1,2,0,1,0
109,39,192,0,50,-1,2,0,1,0
109,40,191,0,51,-1,2,0,1,0
110,1,214,0,5,-1,7,0,1,0
110,2,215,0,5,-1,7,0,1,0
110,3,212,0,5,-1,8,0,1,0
110,4,211,0,9,-1,8,0,1,0
110,5,210,0,9,-1,8,0,1,0
110,6,208,0,10,-1,8,0,1,0
110,7,208,0,10,-1,8,0,1,0
110,8,208,0,10,-1,8,0,1,0
110,9,201,0,11,-1,7,0,1,0
110,10,201,0,18,-1,6,0,1,0
110,11,201,0,18,-1,6,0,1,0
110,12,201,0,18,-1,6,0,1,0
110,13,200,0,18,-1,6,0,1,0
110,14,200,0,18,-1,6,0,1,0
110,15,197,0,22,-1,5,0,1,0
110,16,198,0,22,-1,5,0,1,0
110,17,197,0,22,-1,5,0,1,0
110,18,197,0,22,-1,5,0,1,0
110,19,196,0,22,-1,5,0,1,0
110,20,197,0,22,-1,5,0,1,0
110,21,194,0,27,-1,4,0,1,0
110,22,195,0,27,-1,4,0,1,0
110,23,195,0,27,-1,4,0,1,0
110,24,194,0,34,-1,3,0,1,0
110,25,193,0,35,-1,3,0,1,0
110,26,194,0,35,-1,3,0,1,0
110,27,193,0,35,-1,3,0,1,0
110,28,194,0,35,-1,3,0,1,0
110,29,193,0,36,-1,3,0,1,0
110,30,193,0,36,-1,3,0,1,0
110,31,193,0,36,-1,3,0,1,0
110,32,194,0,36,-1,3,0,1,0
110,33,192,0,49,-1,2,0,1,0
110,34,193,0,49,-1,2,0,1,0
110,35,193,0,49,-1,2,0,1,0
110,36,193,0,50,-1,2,0,1,0
110,37,193,0,50,-1,2,0,1,0
110,38,194,0,50,-1,2,0,1,0
110,39,193,0,51,-1,2,0,1,0
110,40,194,0,51,-1,2,0,1,0
111,1,218,0,3,-1,7,0,1,0
111,2,214,0,5,-1,8,0,1,0
111,3,213,0,9,-1,8,0,1,0
111,4,212,0,9,-1,8,0,1,0
111,5,210,0,10,-1,8,0,1,0
111,6,210,0,10,-1,8,0,1,0
111,7,210,0,10,-1,8,0,1,0
111,8,203,0,11,-1,7,0,1,0
111,9,203,0,18,-1,6,0,1,0
