n,seed,bw,lifo_err,fifo_err,delta_err,wmin,wmax
20,20,35,0,0,0,2,100
20,20,36,0,0,0,2,100
20,20,37,1,0,0,2,100
20,20,38,1,0,0,2,100
20,20,39,1,0,0,2,100
20,20,40,1,0,0,2,100
20,20,41,1,0,0,2,100
20,20,42,1,0,0,2,100
20,20,43,1,1,0,2,100
20,20,44,1,1,0,2,100
20,20,45,1,1,0,2,100
20,20,46,1,1,0,2,100
20,20,47,1,1,0,2,100
20,20,48,0,1,0,2,100
20,20,49,1,1,0,2,100
20,20,50,1,1,0,2,100
20,20,51,1,0,0,2,100
20,20,52,1,0,0,2,100
20,20,53,1,0,0,2,100
20,20,54,0,0,0,2,100
20,20,55,1,0,0,2,100
20,20,56,1,0,0,2,100
20,20,57,1,0,0,2,100
20,20,58,1,0,0,2,100
20,20,59,1,0,0,2,100
20,20,60,1,0,0,2,100
20,20,61,1,0,0,2,100
20,20,62,1,0,0,2,100
20,20,63,1,0,0,2,100
20,20,64,1,1,0,2,100
20,20,65,1,1,0,2,100
20,20,66,1,1,0,2,100
20,20,67,1,1,0,2,100
20,20,68,1,1,0,2,100
20,20,69,1,1,0,2,100
20,20,70,1,1,0,2,100
20,20,71,1,1,0,2,100
20,20,72,1,1,0,2,100
20,20,73,1,1,0,2,100
20,20,74,1,1,0,2,100
20,20,75,1,1,0,2,100
20,20,76,1,0,0,2,100
20,20,77,1,0,0,2,100
20,20,78,1,0,0,2,100
20,20,79,1,0,0,2,100
20,20,80,1,0,0,2,100
20,20,81,1,0,0,2,100
20,20,82,1,0,0,2,100
20,20,83,1,1,0,2,100
20,20,84,1,1,0,2,100
20,20,85,1,1,0,2,100
20,20,86,1,1,0,2,100
20,20,87,1,1,0,2,100
20,20,88,1,1,0,2,100
20,20,89,1,1,0,2,100
20,20,90,1,1,0,2,100
20,20,91,1,1,0,2,100
20,20,92,1,1,0,2,100
20,20,93,1,1,0,2,100
20,20,94,1,1,0,2,100
20,20,95,1,1,0,2,100
20,20,96,1,1,0,2,100
20,20,97,1,1,0,2,100
20,20,98,1,1,0,2,100
20,20,99,1,1,0,2,100
20,20,100,1,1,0,2,100
20,20,101,1,1,0,2,100
20,20,102,1,1,0,2,100
20,20,103,1,1,0,2,100
20,20,104,1,1,0,2,100
20,20,105,1,1,0,2,100
20,20,106,1,1,0,2,100
20,20,107,1,1,0,2,100
20,20,108,1,1,0,2,100
20,20,109,1,1,0,2,100
20,20,110,1,1,0,2,100
20,20,111,1,1,0,2,100
20,20,112,1,1,0,2,100
20,20,113,1,1,0,2,100
20,20,114,1,1,0,2,100
20,20,115,1,1,0,2,100
20,20,116,1,1,0,2,100
20,20,117,1,1,0,2,100
20,20,118,1,1,0,2,100
20,20,119,1,1,0,2,100
20,20,120,1,1,0,2,100
20,20,121,1,1,0,2,100
20,20,122,1,1,0,2,100
20,20,123,1,1,0,2,100
20,20,124,1,1,0,2,100
20,20,125,1,1,0,2,100
20,20,126,1,1,0,2,100
20,20,127,1,1,0,2,100
20,20,128,1,1,0,2,100
20,20,129,1,1,0,2,100
20,20,130,1,1,0,2,100
20,20,131,1,1,0,2,100
20,20,132,1,1,0,2,100
20,20,133,1,1,0,2,100
20,20,134,1,1,0,2,100
20,20,135,1,1,0,2,100
20,20,136,1,1,0,2,100
20,20,137,1,1,0,2,100
20,20,138,1,1,0,2,100
20,20,139,1,1,0,2,100
20,20,140,1,1,0,2,100
20,20,141,1,1,0,2,100
20,20,142,1,1,0,2,100
20,20,143,1,1,0,2,100
20,20,144,1,1,0,2,100
20,20,145,1,1,0,2,100
20,20,146,1,1,0,2,100
20,20,147,1,1,0,2,100
20,20,148,1,1,0,2,100
20,20,149,1,1,0,2,100
20,20,150,1,1,0,2,100
20,21,2,0,0,0,1,100
20,21,3,0,0,0,1,100
20,21,4,0,0,0,1,100
20,21,5,0,0,0,1,100
20,21,6,0,0,0,1,100
20,21,7,0,0,0,1,100
20,21,8,0,0,0,1,100
20,21,9,0,0,0,1,100
20,21,10,0,0,0,1,100
20,21,11,0,1,0,1,100
20,21,12,0,0,0,1,100
20,21,13,0,0,0,1,100
20,21,14,0,0,0,1,100
20,21,15,0,0,0,1,100
20,21,16,0,0,0,1,100
20,21,17,0,1,0,1,100
20,21,18,0,0,0,1,100
20,21,19,0,0,0,1,100
20,21,20,0,1,0,1,100
20,21,21,0,1,0,1,100
20,21,22,0,1,0,1,100
20,21,23,0,0,0,1,100
20,21,24,0,0,0,1,100
20,21,25,0,1,0,1,100
20,21,26,0,1,0,1,100
20,21,27,0,1,0,1,100
20,21,28,0,1,0,1,100
20,21,29,0,1,0,1,100
20,21,30,0,0,0,1,100
20,21,31,0,0,0,1,100
20,21,32,0,0,0,1,100
20,21,33,1,1,0,1,100
20,21,34,1,1,0,1,100
20,21,35,0,1,0,1,100
20,21,36,0,1,0,1,100
20,21,37,0,1,0,1,100
20,21,38,0,1,0,1,100
20,21,39,0,1,0,1,100
20,21,40,0,1,0,1,100
20,21,41,0,1,0,1,100
20,21,42,1,1,0,1,100
20,21,43,1,1,0,1,100
20,21,44,1,1,0,1,100
20,21,45,0,1,0,1,100
20,21,46,0,0,0,1,100
20,21,47,1,0,0,1,100
20,21,48,1,0,0,1,100
20,21,49,1,0,0,1,100
20,21,50,1,1,0,1,100
20,21,51,1,1,0,1,100
20,21,52,1,1,0,1,100
20,21,53,1,1,0,1,100
20,21,54,1,1,0,1,100
20,21,55,1,1,0,1,100
20,21,56,1,1,0,1,100
20,21,57,1,1,0,1,100
20,21,58,1,1,0,1,100
20,21,59,1,1,0,1,100
20,21,60,1,1,0,1,100
20,21,61,1,1,0,1,100
20,21,62,1,1,0,1,100
20,21,63,1,1,0,1,100
20,21,64,1,1,0,1,100
20,21,65,1,1,0,1,100
20,21,66,1,1,0,1,100
20,21,67,1,1,0,1,100
20,21,68,1,1,0,1,100
20,21,69,1,1,0,1,100
20,21,70,1,1,0,1,100
20,21,71,1,1,0,1,100
20,21,72,1,1,0,1,100
20,21,73,1,1,0,1,100
20,21,74,1,1,0,1,100
20,21,75,1,1,0,1,100
20,21,76,1,1,0,1,100
20,21,77,1,1,0,1,100
20,21,78,1,1,0,1,100
20,21,79,1,1,0,1,100
20,21,80,1,1,0,1,100
20,21,81,1,1,0,1,100
20,21,82,1,1,0,1,100
20,21,83,1,1,0,1,100
20,21,84,1,1,0,1,100
20,21,85,1,1,0,1,100
20,21,86,1,1,0,1,100
20,21,87,1,1,0,1,100
20,21,88,1,1,0,1,100
20,21,89,1,1,0,1,100
20,21,90,1,1,0,1,100
20,21,91,1,0,0,1,100
20,21,92,1,0,0,1,100
20,21,93,1,0,0,1,100
20,21,94,1,0,0,1,100
20,21,95,1,0,0,1,100
20,21,96,1,0,0,1,100
20,21,97,1,0,0,1,100
20,21,98,1,0,0,1,100
20,21,99,1,1,0,1,100
20,21,100,1,1,0,1,100
20,21,101,1,1,0,1,100
20,21,102,1,1,0,1,100
20,21,103,1,1,0,1,100
20,21,104,1,1,0,1,100
20,21,105,1,1,0,1,100
20,21,106,1,1,0,1,100
20,21,107,1,1,0,1,100
20,21,108,1,1,0,1,100
20,21,109,1,1,0,1,100
20,21,110,1,1,0,1,100
20,21,111,1,1,0,1,100
20,21,112,1,1,0,1,100
20,21,113,1,1,0,1,100
20,21,114,1,1,0,1,100
20,21,115,1,1,0,1,100
20,21,116,1,1,0,1,100
20,21,117,1,1,0,1,100
20,21,118,1,1,0,1,100
20,21,119,1,1,0,1,100
20,21,120,1,1,0,1,100
20,21,121,1,1,0,1,100
20,21,122,1,1,0,1,100
20,21,123,1,1,0,1,100
20,21,124,1,1,0,1,100
20,21,125,1,1,0,1,100
20,21,126,1,1,0,1,100
20,21,127,1,1,0,1,100
20,21,128,1,1,0,1,100
20,21,129,1,1,0,1,100
20,21,130,1,1,0,1,100
20,21,131,1,1,0,1,100
20,21,132,1,1,0,1,100
20,21,133,1,1,0,1,100
20,21,134,1,1,0,1,100
20,21,135,1,1,0,1,100
20,21,136,1,1,0,1,100
20,21,137,1,1,0,1,100
20,21,138,1,1,0,1,100
20,21,139,1,1,0,1,100
20,21,140,1,1,0,1,100
20,21,141,1,1,0,1,100
20,21,142,1,1,0,1,100
20,21,143,1,1,0,1,100
20,21,144,1,1,0,1,100
20,21,145,1,1,0,1,100
20,21,146,1,1,0,1,100
20,21,147,1,1,0,1,100
20,21,148,1,1,0,1,100
20,21,149,1,1,0,1,100
20,21,150,1,1,0,1,100
20,22,2,0,0,0,2,98
20,22,3,0,0,0,2,98
20,22,4,0,0,0,2,98
20,22,5,0,0,0,2,98
20,22,6,0,0,0,2,98
20,22,7,0,0,0,2,98
20,22,8,0,0,0,2,98
20,22,9,0,0,0,2,98
20,22,10,0,0,0,2,98
20,22,11,0,0,0,2,98
20,22,12,0,0,0,2,98
20,22,13,0,0,0,2,98
20,22,14,0,0,0,2,98
20,22,15,0,0,0,2,98
20,22,16,0,0,0,2,98
20,22,17,0,0,0,2,98
20,22,18,0,0,0,2,98
20,22,19,0,0,0,2,98
20,22,20,0,0,0,2,98
20,22,21,0,0,0,2,98
20,22,22,0,0,0,2,98
20,22,23,0,0,0,2,98
20,22,24,0,0,0,2,98
20,22,25,0,0,0,2,98
20,22,26,0,0,0,2,98
20,22,27,0,0,0,2,98
20,22,28,0,0,0,2,98
20,22,29,1,0,0,2,98
20,22,30,0,0,0,2,98
20,22,31,0,0,0,2,98
20,22,32,0,0,0,2,98
20,22,33,0,0,0,2,98
20,22,34,1,0,0,2,98
20,22,35,0,0,0,2,98
20,22,36,0,0,0,2,98
20,22,37,0,0,0,2,98
20,22,38,0,0,0,2,98
20,22,39,1,0,0,2,98
20,22,40,1,0,0,2,98
20,22,41,1,0,0,2,98
20,22,42,1,0,0,2,98
20,22,43,1,0,0,2,98
20,22,44,1,0,0,2,98
20,22,45,1,0,0,2,98
20,22,46,0,0,0,2,98
20,22,47,1,0,0,2,98
20,22,48,1,0,0,2,98
20,22,49,1,0,0,2,98
20,22,50,1,1,0,2,98
20,22,51,1,1,0,2,98
20,22,52,0,0,0,2,98
20,22,53,1,0,0,2,98
20,22,54,1,0,0,2,98
20,22,55,1,0,0,2,98
20,22,56,1,0,0,2,98
20,22,57,0,0,0,2,98
20,22,58,0,1,0,2,98
20,22,59,1,1,0,2,98
20,22,60,0,0,0,2,98
20,22,61,0,0,0,2,98
20,22,62,0,0,0,2,98
20,22,63,0,1,0,2,98
20,22,64,0,1,0,2,98
20,22,65,1,1,0,2,98
20,22,66,1,1,0,2,98
20,22,67,1,1,0,2,98
20,22,68,1,1,0,2,98
20,22,69,1,1,0,2,98
20,22,70,1,0,0,2,98
20,22,71,1,0,0,2,98
20,22,72,1,0,0,2,98
20,22,73,1,0,0,2,98
20,22,74,1,0,0,2,98
20,22,75,1,0,0,2,98
20,22,76,1,0,0,2,98
20,22,77,1,1,0,2,98
20,22,78,1,1,0,2,98
20,22,79,1,1,0,2,98
20,22,80,1,1,0,2,98
20,22,81,1,1,0,2,98
20,22,82,1,1,0,2,98
20,22,83,1,1,0,2,98
20,22,84,1,1,0,2,98
20,22,85,1,1,0,2,98
20,22,86,1,1,0,2,98
20,22,87,1,1,0,2,98
20,22,88,1,1,0,2,98
20,22,89,1,1,0,2,98
20,22,90,1,1,0,2,98
20,22,91,1,1,0,2,98
20,22,92,1,1,0,2,98
20,22,93,1,1,0,2,98
20,22,94,1,1,0,2,98
20,22,95,1,1,0,2,98
20,22,96,1,1,0,2,98
20,22,97,1,1,0,2,98
20,22,98,1,1,0,2,98
20,22,99,1,1,0,2,98
20,22,100,1,1,0,2,98
20,22,101,1,1,0,2,98
20,22,102,1,1,0,2,98
20,22,103,1,1,0,2,98
20,22,104,1,0,0,2,98
20,22,105,1,0,0,2,98
20,22,106,1,0,0,2,98
20,22,107,1,0,0,2,98
20,22,108,1,0,0,2,98
20,22,109,1,0,0,2,98
20,22,110,1,0,0,2,98
20,22,111,1,0,0,2,98
20,22,112,1,0,0,2,98
20,22,113,1,0,0,2,98
20,22,114,1,0,0,2,98
20,22,115,1,0,0,2,98
20,22,116,1,1,0,2,98
20,22,117,1,1,0,2,98
20,22,118,1,1,0,2,98
20,22,119,1,1,0,2,98
20,22,120,1,1,0,2,98
20,22,121,1,1,0,2,98
20,22,122,1,1,0,2,98
20,22,123,1,1,0,2,98
20,22,124,1,1,0,2,98
20,22,125,1,1,0,2,98
20,22,126,1,1,0,2,98
20,22,127,1,1,0,2,98
20,22,128,1,1,0,2,98
20,22,129,1,1,0,2,98
20,22,130,1,1,0,2,98
20,22,131,1,1,0,2,98
20,22,132,1,1,0,2,98
20,22,133,1,1,0,2,98
20,22,134,1,1,0,2,98
20,22,135,1,1,0,2,98
20,22,136,1,1,0,2,98
20,22,137,1,1,0,2,98
20,22,138,1,1,0,2,98
20,22,139,1,1,0,2,98
20,22,140,1,1,0,2,98
20,22,141,1,1,0,2,98
20,22,142,1,1,0,2,98
20,22,143,1,1,0,2,98
20,22,144,1,1,0,2,98
20,22,145,1,1,0,2,98
20,22,146,1,1,0,2,98
20,22,147,1,1,0,2,98
20,22,148,1,1,0,2,98
20,22,149,1,1,0,2,98
20,22,150,1,1,0,2,98
20,23,2,0,0,0,2,98
20,23,3,0,0,0,2,98
20,23,4,0,0,0,2,98
20,23,5,0,0,0,2,98
20,23,6,0,0,0,2,98
20,23,7,0,0,0,2,98
20,23,8,0,0,0,2,98
20,23,9,0,0,0,2,98
20,23,10,0,0,0,2,98
20,23,11,0,0,0,2,98
20,23,12,0,0,0,2,98
20,23,13,0,0,0,2,98
20,23,14,0,0,0,2,98
20,23,15,0,0,0,2,98
20,23,16,0,0,0,2,98
20,23,17,0,0,0,2,98
20,23,18,0,0,0,2,98
20,23,19,0,0,0,2,98
20,23,20,0,0,0,2,98
20,23,21,0,0,0,2,98
20,23,22,0,0,0,2,98
20,23,23,0,0,0,2,98
20,23,24,0,0,0,2,98
20,23,25,0,0,0,2,98
20,23,26,0,0,0,2,98
20,23,27,0,0,0,2,98
20,23,28,0,0,0,2,98
20,23,29,0,0,0,2,98
20,23,30,0,0,0,2,98
20,23,31,0,0,0,2,98
20,23,32,0,0,0,2,98
20,23,33,0,0,0,2,98
20,23,34,0,0,0,2,98
20,23,35,0,0,0,2,98
20,23,36,0,0,0,2,98
20,23,37,0,0,0,2,98
20,23,38,0,0,0,2,98
20,23,39,0,0,0,2,98
20,23,40,0,0,0,2,98
20,23,41,0,0,0,2,98
20,23,42,0,0,0,2,98
20,23,43,0,0,0,2,98
20,23,44,0,0,0,2,98
20,23,45,1,1,0,2,98
20,23,46,0,0,0,2,98
20,23,47,0,0,0,2,98
20,23,48,0,0,0,2,98
20,23,49,0,0,0,2,98
20,23,50,0,0,0,2,98
20,23,51,0,0,0,2,98
20,23,52,0,0,0,2,98
20,23,53,0,0,0,2,98
20,23,54,0,0,0,2,98
20,23,55,0,0,0,2,98
20,23,56,0,0,0,2,98
20,23,57,0,0,0,2,98
20,23,58,0,0,0,2,98
20,23,59,0,0,0,2,98
20,23,60,0,0,0,2,98
20,23,61,0,0,0,2,98
20,23,62,0,0,0,2,98
20,23,63,0,0,0,2,98
20,23,64,0,0,0,2,98
20,23,65,0,0,0,2,98
20,23,66,0,0,0,2,98
20,23,67,0,1,0,2,98
20,23,68,0,1,0,2,98
20,23,69,0,1,0,2,98
20,23,70,0,1,0,2,98
20,23,71,0,1,0,2,98
20,23,72,0,1,0,2,98
20,23,73,0,1,0,2,98
20,23,74,0,1,0,2,98
20,23,75,0,1,0,2,98
20,23,76,0,1,0,2,98
20,23,77,0,1,0,2,98
20,23,78,0,1,0,2,98
20,23,79,0,1,0,2,98
20,23,80,0,1,0,2,98
20,23,81,0,1,0,2,98
20,23,82,0,1,0,2,98
20,23,83,0,1,0,2,98
20,23,84,0,1,0,2,98
20,23,85,0,1,0,2,98
20,23,86,0,1,0,2,98
20,23,87,0,1,0,2,98
20,23,88,0,1,0,2,98
20,23,89,0,1,0,2,98
20,23,90,0,1,0,2,98
20,23,91,0,0,0,2,98
20,23,92,0,0,0,2,98
20,23,93,0,0,0,2,98
20,23,94,0,0,0,2,98
20,23,95,0,0,0,2,98
20,23,96,0,1,0,2,98
20,23,97,0,1,0,2,98
20,23,98,1,1,0,2,98
20,23,99,1,1,0,2,98
20,23,100,1,1,0,2,98
20,23,101,1,1,0,2,98
20,23,102,1,1,0,2,98
20,23,103,1,1,0,2,98
20,23,104,1,1,0,2,98
20,23,105,1,1,0,2,98
20,23,106,1,1,0,2,98
20,23,107,1,1,0,2,98
20,23,108,1,1,0,2,98
20,23,109,1,1,0,2,98
20,23,110,1,1,0,2,98
20,23,111,1,1,0,2,98
20,23,112,1,1,0,2,98
20,23,113,1,1,0,2,98
20,23,114,1,1,0,2,98
20,23,115,1,1,0,2,98
20,23,116,1,1,0,2,98
20,23,117,1,1,0,2,98
20,23,118,1,1,0,2,98
20,23,119,1,1,0,2,98
20,23,120,1,1,0,2,98
20,23,121,1,1,0,2,98
20,23,122,1,1,0,2,98
20,23,123,1,1,0,2,98
20,23,124,1,1,0,2,98
20,23,125,1,1,0,2,98
20,23,126,1,1,0,2,98
20,23,127,1,1,0,2,98
20,23,128,1,1,0,2,98
20,23,129,1,1,0,2,98
20,23,130,1,1,0,2,98
20,23,131,1,1,0,2,98
20,23,132,1,1,0,2,98
20,23,133,1,1,0,2,98
20,23,134,1,1,0,2,98
20,23,135,1,1,0,2,98
20,23,136,1,1,0,2,98
20,23,137,1,1,0,2,98
20,23,138,1,1,0,2,98
20,23,139,1,1,0,2,98
20,23,140,1,1,0,2,98
20,23,141,1,1,0,2,98
20,23,142,1,1,0,2,98
20,23,143,1,1,0,2,98
20,23,144,1,1,0,2,98
20,23,145,1,1,0,2,98
20,23,146,1,1,0,2,98
20,23,147,1,1,0,2,98
20,23,148,1,1,0,2,98
20,23,149,1,1,0,2,98
20,23,150,1,1,0,2,98
20,24,2,0,0,0,1,99
20,24,3,0,0,0,1,99
20,24,4,0,0,0,1,99
20,24,5,0,0,0,1,99
20,24,6,0,0,0,1,99
20,24,7,0,0,0,1,99
20,24,8,0,0,0,1,99
20,24,9,0,0,0,1,99
20,24,10,0,0,0,1,99
20,24,11,0,0,0,1,99
20,24,12,0,0,0,1,99
20,24,13,0,0,0,1,99
20,24,14,0,0,0,1,99
20,24,15,0,0,0,1,99
20,24,16,0,0,0,1,99
20,24,17,0,0,0,1,99
20,24,18,0,1,0,1,99
20,24,19,0,1,0,1,99
20,24,20,0,0,0,1,99
20,24,21,0,0,0,1,99
20,24,22,0,0,0,1,99
20,24,23,0,0,0,1,99
20,24,24,0,0,0,1,99
20,24,25,0,0,0,1,99
20,24,26,0,0,0,1,99
20,24,27,0,1,0,1,99
20,24,28,0,1,0,1,99
20,24,29,0,1,0,1,99
20,24,30,0,1,0,1,99
20,24,31,0,1,0,1,99
20,24,32,0,1,0,1,99
20,24,33,0,1,0,1,99
20,24,34,0,1,0,1,99
20,24,35,0,1,0,1,99
20,24,36,0,1,0,1,99
20,24,37,0,1,0,1,99
20,24,38,0,1,0,1,99
20,24,39,0,1,0,1,99
20,24,40,0,1,0,1,99
20,24,41,0,1,0,1,99
20,24,42,0,1,0,1,99
20,24,43,0,0,0,1,99
20,24,44,0,0,0,1,99
20,24,45,0,0,0,1,99
20,24,46,1,0,0,1,99
20,24,47,1,0,0,1,99
20,24,48,0,0,0,1,99
20,24,49,0,0,0,1,99
20,24,50,0,0,0,1,99
20,24,51,0,0,0,1,99
20,24,52,0,0,0,1,99
20,24,53,0,0,0,1,99
20,24,54,0,1,0,1,99
20,24,55,0,1,0,1,99
20,24,56,0,1,0,1,99
20,24,57,1,1,0,1,99
20,24,58,1,1,0,1,99
20,24,59,1,1,0,1,99
20,24,60,1,1,0,1,99
20,24,61,1,1,0,1,99
20,24,62,1,1,0,1,99
20,24,63,1,1,0,1,99
20,24,64,1,1,0,1,99
20,24,65,1,1,0,1,99
20,24,66,1,1,0,1,99
20,24,67,1,1,0,1,99
20,24,68,1,1,0,1,99
20,24,69,1,1,0,1,99
20,24,70,1,1,0,1,99
20,24,71,1,1,0,1,99
20,24,72,1,1,0,1,99
20,24,73,1,1,0,1,99
20,24,74,1,1,0,1,99
20,24,75,1,1,0,1,99
20,24,76,1,1,0,1,99
20,24,77,1,1,0,1,99
20,24,78,1,1,0,1,99
20,24,79,1,1,0,1,99
20,24,80,1,1,0,1,99
20,24,81,1,1,0,1,99
20,24,82,1,1,0,1,99
20,24,83,1,1,0,1,99
20,24,84,1,1,0,1,99
20,24,85,1,1,0,1,99
20,24,86,1,1,0,1,99
20,24,87,1,1,0,1,99
20,24,88,1,1,0,1,99
20,24,89,1,1,0,1,99
20,24,90,1,1,0,1,99
20,24,91,1,1,0,1,99
20,24,92,1,1,0,1,99
20,24,93,1,1,0,1,99
20,24,94,1,1,0,1,99
20,24,95,1,1,0,1,99
20,24,96,0,1,0,1,99
20,24,97,0,1,0,1,99
20,24,98,0,1,0,1,99
20,24,99,0,1,0,1,99
20,24,100,1,1,0,1,99
20,24,101,1,1,0,1,99
20,24,102,1,1,0,1,99
20,24,103,1,1,0,1,99
20,24,104,1,1,0,1,99
20,24,105,1,1,0,1,99
20,24,106,1,1,0,1,99
20,24,107,1,1,0,1,99
20,24,108,1,1,0,1,99
20,24,109,1,1,0,1,99
20,24,110,1,1,0,1,99
20,24,111,1,1,0,1,99
20,24,112,1,1,0,1,99
20,24,113,1,1,0,1,99
20,24,114,1,1,0,1,99
20,24,115,1,1,0,1,99
20,24,116,1,1,0,1,99
20,24,117,1,1,0,1,99
20,24,118,1,1,0,1,99
20,24,119,1,1,0,1,99
20,24,120,1,1,0,1,99
20,24,121,1,1,0,1,99
20,24,122,1,1,0,1,99
20,24,123,1,1,0,1,99
20,24,124,1,1,0,1,99
20,24,125,1,1,0,1,99
20,24,126,1,1,0,1,99
20,24,127,1,1,0,1,99
20,24,128,1,1,0,1,99
20,24,129,1,1,0,1,99
20,24,130,1,1,0,1,99
20,24,131,1,1,0,1,99
20,24,132,1,1,0,1,99
20,24,133,1,1,0,1,99
20,24,134,1,1,0,1,99
20,24,135,1,1,0,1,99
20,24,136,1,1,0,1,99
20,24,137,1,1,0,1,99
20,24,138,1,1,0,1,99
20,24,139,1,1,0,1,99
20,24,140,1,1,0,1,99
20,24,141,1,1,0,1,99
20,24,142,1,1,0,1,99
20,24,143,1,1,0,1,99
20,24,144,1,1,0,1,99
20,24,145,1,1,0,1,99
20,24,146,1,1,0,1,99
20,24,147,1,1,0,1,99
20,24,148,1,1,0,1,99
20,24,149,1,1,0,1,99
20,24,150,1,1,0,1,99
20,25,2,0,0,0,4,100
20,25,3,0,0,0,4,100
20,25,4,0,0,0,4,100
20,25,5,0,0,0,4,100
20,25,6,0,0,0,4,100
20,25,7,0,0,0,4,100
20,25,8,0,0,0,4,100
20,25,9,0,0,0,4,100
20,25,10,0,0,0,4,100
20,25,11,0,0,0,4,100
20,25,12,0,0,0,4,100
20,25,13,0,0,0,4,100
20,25,14,0,0,0,4,100
20,25,15,0,0,0,4,100
20,25,16,0,0,0,4,100
20,25,17,0,0,0,4,100
20,25,18,0,0,0,4,100
20,25,19,0,0,0,4,100
20,25,20,0,0,0,4,100
20,25,21,0,0,0,4,100
20,25,22,0,0,0,4,100
20,25,23,0,0,0,4,100
20,25,24,0,0,0,4,100
20,25,25,0,0,0,4,100
20,25,26,0,0,0,4,100
20,25,27,0,0,0,4,100
20,25,28,0,0,0,4,100
20,25,29,0,0,0,4,100
20,25,30,0,0,0,4,100
20,25,31,0,0,0,4,100
20,25,32,0,0,0,4,100
20,25,33,0,0,0,4,100
20,25,34,0,0,0,4,100
20,25,35,0,0,0,4,100
20,25,36,0,0,0,4,100
20,25,37,0,0,0,4,100
20,25,38,0,0,0,4,100
20,25,39,0,0,0,4,100
20,25,40,1,1,0,4,100
20,25,41,1,1,0,4,100
20,25,42,1,1,0,4,100
20,25,43,1,1,0,4,100
20,25,44,1,1,0,4,100
20,25,45,1,1,0,4,100
20,25,46,1,1,0,4,100
20,25,47,0,0,0,4,100
20,25,48,0,0,0,4,100
20,25,49,1,0,0,4,100
20,25,50,1,0,0,4,100
20,25,51,1,0,0,4,100
20,25,52,1,0,0,4,100
20,25,53,1,0,0,4,100
20,25,54,1,0,0,4,100
20,25,55,1,0,0,4,100
20,25,56,1,0,0,4,100
20,25,57,1,0,0,4,100
20,25,58,1,0,0,4,100
20,25,59,1,0,0,4,100
20,25,60,1,0,0,4,100
20,25,61,1,0,0,4,100
20,25,62,1,0,0,4,100
20,25,63,1,0,0,4,100
20,25,64,1,0,0,4,100
20,25,65,1,0,0,4,100
20,25,66,1,0,0,4,100
20,25,67,1,0,0,4,100
20,25,68,1,0,0,4,100
20,25,69,1,1,0,4,100
20,25,70,1,1,0,4,100
20,25,71,1,1,0,4,100
20,25,72,1,1,0,4,100
20,25,73,1,1,0,4,100
20,25,74,1,1,0,4,100
20,25,75,1,1,0,4,100
20,25,76,1,1,0,4,100
20,25,77,1,1,0,4,100
20,25,78,1,1,0,4,100
20,25,79,1,1,0,4,100
20,25,80,1,1,0,4,100
20,25,81,1,1,0,4,100
20,25,82,1,1,0,4,100
20,25,83,1,1,0,4,100
20,25,84,1,1,0,4,100
20,25,85,1,1,0,4,100
20,25,86,1,1,0,4,100
20,25,87,1,1,0,4,100
20,25,88,1,1,0,4,100
20,25,89,1,1,0,4,100
20,25,90,1,1,0,4,100
20,25,91,1,1,0,4,100
20,25,92,1,1,0,4,100
20,25,93,1,1,0,4,100
20,25,94,1,1,0,4,100
20,25,95,1,1,0,4,100
20,25,96,1,1,0,4,100
20,25,97,1,1,0,4,100
20,25,98,1,1,0,4,100
20,25,99,1,1,0,4,100
20,25,100,1,1,0,4,100
20,25,101,1,1,0,4,100
20,25,102,1,1,0,4,100
20,25,103,1,1,0,4,100
20,25,104,1,1,0,4,100
20,25,105,1,1,0,4,100
20,25,106,1,1,0,4,100
20,25,107,1,1,0,4,100
20,25,108,1,1,0,4,100
20,25,109,1,1,0,4,100
20,25,110,1,1,0,4,100
20,25,111,1,1,0,4,100
20,25,112,1,1,0,4,100
20,25,113,1,1,0,4,100
20,25,114,1,1,0,4,100
20,25,115,1,1,0,4,100
20,25,116,1,1,0,4,100
20,25,117,1,1,0,4,100
20,25,118,1,1,0,4,100
20,25,119,1,1,0,4,100
20,25,120,1,1,0,4,100
20,25,121,1,1,0,4,100
20,25,122,1,1,0,4,100
20,25,123,1,1,0,4,100
20,25,124,1,1,0,4,100
20,25,125,1,1,0,4,100
20,25,126,1,1,0,4,100
20,25,127,1,1,0,4,100
20,25,128,1,1,0,4,100
20,25,129,1,1,0,4,100
20,25,130,1,1,0,4,100
20,25,131,1,1,0,4,100
20,25,132,1,1,0,4,100
20,25,133,1,1,0,4,100
20,25,134,1,1,0,4,100
20,25,135,1,1,0,4,100
20,25,136,1,1,0,4,100
20,25,137,1,1,0,4,100
20,25,138,1,1,0,4,100
20,25,139,1,1,0,4,100
20,25,140,1,1,0,4,100
20,25,141,1,1,0,4,100
20,25,142,1,1,0,4,100
20,25,143,1,1,0,4,100
20,25,144,1,1,0,4,100
20,25,145,1,1,0,4,100
20,25,146,1,1,0,4,100
20,25,147,1,1,0,4,100
20,25,148,1,1,0,4,100
20,25,149,1,1,0,4,100
20,25,150,1,1,0,4,100
20,26,2,0,0,0,3,96
20,26,3,0,0,0,3,96
20,26,4,0,0,0,3,96
20,26,5,0,0,0,3,96
20,26,6,0,0,0,3,96
20,26,7,0,0,0,3,96
20,26,8,0,0,0,3,96
20,26,9,0,0,0,3,96
20,26,10,0,0,0,3,96
20,26,11,0,0,0,3,96
20,26,12,0,0,0,3,96
